count,VACC_DATE,DOSE_COUNT,zip
8,02/16/2021,1,37013
7,02/16/2021,2,37013
5,02/16/2021,1,37072
1,02/16/2021,2,37072
3,02/16/2021,2,37076
7,02/16/2021,1,37115
3,02/16/2021,2,37115
6,02/16/2021,1,37138
4,02/16/2021,2,37138
1,02/16/2021,1,37189
1,02/16/2021,1,37201
5,02/16/2021,1,37203
1,02/16/2021,2,37203
2,02/16/2021,1,37204
2,02/16/2021,2,37204
11,02/16/2021,1,37205
2,02/16/2021,2,37205
6,02/16/2021,1,37206
1,02/16/2021,2,37206
11,02/16/2021,1,37207
2,02/16/2021,2,37207
1,02/16/2021,1,37208
6,02/16/2021,2,37208
2,02/16/2021,1,37209
1,02/16/2021,2,37209
1,02/16/2021,1,37210
6,02/16/2021,1,37211
3,02/16/2021,2,37211
9,02/16/2021,1,37212
2,02/16/2021,2,37212
4,02/16/2021,1,37214
2,02/16/2021,2,37214
11,02/16/2021,1,37215
3,02/16/2021,2,37215
5,02/16/2021,1,37216
1,02/16/2021,1,37217
1,02/16/2021,2,37217
2,02/16/2021,1,37218
1,02/16/2021,2,37218
1,02/16/2021,1,37219
1,02/16/2021,2,37220
2,02/16/2021,1,37221
1,02/16/2021,2,37221
17,02/17/2021,1,
4,02/17/2021,2,
36,02/17/2021,1,37013
17,02/17/2021,2,37013
2,02/17/2021,1,37027
21,02/17/2021,1,37072
8,02/17/2021,2,37072
46,02/17/2021,1,37076
5,02/17/2021,2,37076
2,02/17/2021,1,37080
5,02/17/2021,2,37080
36,02/17/2021,1,37115
10,02/17/2021,2,37115
51,02/17/2021,1,37138
35,02/17/2021,2,37138
5,02/17/2021,1,37189
1,02/17/2021,1,37201
186,02/17/2021,1,37203
8,02/17/2021,2,37203
13,02/17/2021,1,37204
8,02/17/2021,2,37204
35,02/17/2021,1,37205
27,02/17/2021,2,37205
26,02/17/2021,1,37206
6,02/17/2021,2,37206
29,02/17/2021,1,37207
9,02/17/2021,2,37207
47,02/17/2021,1,37208
3,02/17/2021,2,37208
27,02/17/2021,1,37209
16,02/17/2021,2,37209
6,02/17/2021,1,37210
1,02/17/2021,2,37210
36,02/17/2021,1,37211
22,02/17/2021,2,37211
15,02/17/2021,1,37212
5,02/17/2021,2,37212
11,02/17/2021,1,37214
7,02/17/2021,2,37214
33,02/17/2021,1,37215
13,02/17/2021,2,37215
10,02/17/2021,1,37216
5,02/17/2021,2,37216
12,02/17/2021,1,37217
4,02/17/2021,2,37217
28,02/17/2021,1,37218
3,02/17/2021,2,37218
11,02/17/2021,1,37220
8,02/17/2021,2,37220
35,02/17/2021,1,37221
30,02/17/2021,2,37221
5,02/17/2021,1,37228
2,02/18/2021,1,
3,02/18/2021,2,
16,02/18/2021,1,37072
48,02/18/2021,2,37072
5,02/18/2021,1,37076
2,02/18/2021,2,37076
1,02/18/2021,1,37080
16,02/18/2021,1,37115
2,02/18/2021,1,37138
1,02/18/2021,1,37189
3,02/18/2021,2,37189
3,02/18/2021,1,37203
1,02/18/2021,1,37204
11,02/18/2021,1,37205
1,02/18/2021,2,37205
3,02/18/2021,1,37206
12,02/18/2021,1,37207
2,02/18/2021,2,37207
2,02/18/2021,1,37208
5,02/18/2021,1,37209
3,02/18/2021,2,37209
1,02/18/2021,1,37210
1,02/18/2021,2,37210
6,02/18/2021,1,37211
1,02/18/2021,2,37211
2,02/18/2021,1,37212
1,02/18/2021,2,37212
2,02/18/2021,1,37214
1,02/18/2021,1,37215
5,02/18/2021,2,37215
5,02/18/2021,1,37216
1,02/18/2021,2,37217
3,02/18/2021,1,37218
1,02/18/2021,1,37219
3,02/18/2021,1,37220
2,02/18/2021,1,37221
3,02/18/2021,2,37221
5,02/19/2021,1,
13,02/19/2021,2,
41,02/19/2021,1,37013
25,02/19/2021,2,37013
1,02/19/2021,1,37027
25,02/19/2021,1,37072
19,02/19/2021,2,37072
23,02/19/2021,1,37076
25,02/19/2021,2,37076
5,02/19/2021,1,37080
1,02/19/2021,2,37080
26,02/19/2021,1,37115
7,02/19/2021,2,37115
24,02/19/2021,1,37138
26,02/19/2021,2,37138
2,02/19/2021,1,37189
1,02/19/2021,1,37201
2,02/19/2021,2,37201
14,02/19/2021,1,37203
5,02/19/2021,2,37203
11,02/19/2021,1,37204
19,02/19/2021,2,37204
35,02/19/2021,1,37205
59,02/19/2021,2,37205
12,02/19/2021,1,37206
12,02/19/2021,2,37206
32,02/19/2021,1,37207
8,02/19/2021,2,37207
7,02/19/2021,1,37208
4,02/19/2021,2,37208
12,02/19/2021,1,37209
15,02/19/2021,2,37209
7,02/19/2021,1,37210
6,02/19/2021,2,37210
20,02/19/2021,1,37211
42,02/19/2021,2,37211
9,02/19/2021,1,37212
17,02/19/2021,2,37212
12,02/19/2021,1,37214
15,02/19/2021,2,37214
26,02/19/2021,1,37215
140,02/19/2021,2,37215
14,02/19/2021,1,37216
6,02/19/2021,2,37216
15,02/19/2021,1,37217
9,02/19/2021,2,37217
11,02/19/2021,1,37218
6,02/19/2021,2,37218
1,02/19/2021,1,37219
5,02/19/2021,1,37220
1,02/19/2021,2,37220
28,02/19/2021,1,37221
46,02/19/2021,2,37221
14,02/20/2021,1,
32,02/20/2021,2,
107,02/20/2021,1,37013
84,02/20/2021,2,37013
2,02/20/2021,1,37027
1,02/20/2021,2,37027
44,02/20/2021,1,37072
71,02/20/2021,2,37072
68,02/20/2021,1,37076
86,02/20/2021,2,37076
7,02/20/2021,1,37080
13,02/20/2021,2,37080
72,02/20/2021,1,37115
160,02/20/2021,2,37115
53,02/20/2021,1,37138
46,02/20/2021,2,37138
4,02/20/2021,1,37189
8,02/20/2021,2,37189
2,02/20/2021,1,37201
1,02/20/2021,2,37201
27,02/20/2021,1,37203
38,02/20/2021,2,37203
53,02/20/2021,1,37204
51,02/20/2021,2,37204
118,02/20/2021,1,37205
207,02/20/2021,2,37205
69,02/20/2021,1,37206
42,02/20/2021,2,37206
75,02/20/2021,1,37207
48,02/20/2021,2,37207
26,02/20/2021,1,37208
13,02/20/2021,2,37208
107,02/20/2021,1,37209
78,02/20/2021,2,37209
10,02/20/2021,1,37210
13,02/20/2021,2,37210
148,02/20/2021,1,37211
138,02/20/2021,2,37211
44,02/20/2021,1,37212
67,02/20/2021,2,37212
78,02/20/2021,1,37214
68,02/20/2021,2,37214
97,02/20/2021,1,37215
167,02/20/2021,2,37215
47,02/20/2021,1,37216
31,02/20/2021,2,37216
22,02/20/2021,1,37217
35,02/20/2021,2,37217
29,02/20/2021,1,37218
28,02/20/2021,2,37218
4,02/20/2021,1,37219
3,02/20/2021,2,37219
40,02/20/2021,1,37220
52,02/20/2021,2,37220
145,02/20/2021,1,37221
208,02/20/2021,2,37221
3,02/20/2021,2,37228
22,02/21/2021,1,
6,02/21/2021,2,
110,02/21/2021,1,37013
63,02/21/2021,2,37013
5,02/21/2021,1,37027
2,02/21/2021,1,37069
44,02/21/2021,1,37072
42,02/21/2021,2,37072
79,02/21/2021,1,37076
56,02/21/2021,2,37076
17,02/21/2021,1,37080
12,02/21/2021,2,37080
64,02/21/2021,1,37115
41,02/21/2021,2,37115
49,02/21/2021,1,37138
43,02/21/2021,2,37138
12,02/21/2021,1,37189
5,02/21/2021,2,37189
2,02/21/2021,1,37201
40,02/21/2021,1,37203
10,02/21/2021,2,37203
45,02/21/2021,1,37204
30,02/21/2021,2,37204
97,02/21/2021,1,37205
108,02/21/2021,2,37205
65,02/21/2021,1,37206
38,02/21/2021,2,37206
50,02/21/2021,1,37207
28,02/21/2021,2,37207
29,02/21/2021,1,37208
18,02/21/2021,2,37208
99,02/21/2021,1,37209
42,02/21/2021,2,37209
11,02/21/2021,1,37210
12,02/21/2021,2,37210
154,02/21/2021,1,37211
94,02/21/2021,2,37211
53,02/21/2021,1,37212
30,02/21/2021,2,37212
1,02/21/2021,1,37213
73,02/21/2021,1,37214
47,02/21/2021,2,37214
86,02/21/2021,1,37215
113,02/21/2021,2,37215
40,02/21/2021,1,37216
21,02/21/2021,2,37216
35,02/21/2021,1,37217
23,02/21/2021,2,37217
19,02/21/2021,1,37218
27,02/21/2021,2,37218
7,02/21/2021,1,37219
3,02/21/2021,2,37219
44,02/21/2021,1,37220
24,02/21/2021,2,37220
183,02/21/2021,1,37221
109,02/21/2021,2,37221
1,02/21/2021,1,37228
2,02/21/2021,2,37228
30,02/22/2021,1,
66,02/22/2021,2,
137,02/22/2021,1,37013
137,02/22/2021,2,37013
1,02/22/2021,1,37027
4,02/22/2021,2,37027
1,02/22/2021,1,37069
1,02/22/2021,2,37069
78,02/22/2021,1,37072
76,02/22/2021,2,37072
80,02/22/2021,1,37076
55,02/22/2021,2,37076
23,02/22/2021,1,37080
12,02/22/2021,2,37080
56,02/22/2021,1,37115
43,02/22/2021,2,37115
82,02/22/2021,1,37138
75,02/22/2021,2,37138
11,02/22/2021,1,37189
2,02/22/2021,2,37189
4,02/22/2021,1,37201
3,02/22/2021,2,37201
34,02/22/2021,1,37203
20,02/22/2021,2,37203
55,02/22/2021,1,37204
20,02/22/2021,2,37204
141,02/22/2021,1,37205
114,02/22/2021,2,37205
63,02/22/2021,1,37206
46,02/22/2021,2,37206
77,02/22/2021,1,37207
43,02/22/2021,2,37207
32,02/22/2021,1,37208
39,02/22/2021,2,37208
96,02/22/2021,1,37209
66,02/22/2021,2,37209
20,02/22/2021,1,37210
14,02/22/2021,2,37210
138,02/22/2021,1,37211
111,02/22/2021,2,37211
32,02/22/2021,1,37212
25,02/22/2021,2,37212
67,02/22/2021,1,37214
52,02/22/2021,2,37214
112,02/22/2021,1,37215
73,02/22/2021,2,37215
58,02/22/2021,1,37216
24,02/22/2021,2,37216
55,02/22/2021,1,37217
44,02/22/2021,2,37217
37,02/22/2021,1,37218
35,02/22/2021,2,37218
4,02/22/2021,1,37219
35,02/22/2021,1,37220
20,02/22/2021,2,37220
173,02/22/2021,1,37221
123,02/22/2021,2,37221
2,02/22/2021,1,37228
2,02/22/2021,2,37228
35,02/23/2021,1,
56,02/23/2021,2,
140,02/23/2021,1,37013
198,02/23/2021,2,37013
2,02/23/2021,1,37027
5,02/23/2021,2,37027
2,02/23/2021,1,37069
3,02/23/2021,2,37069
75,02/23/2021,1,37072
80,02/23/2021,2,37072
78,02/23/2021,1,37076
87,02/23/2021,2,37076
23,02/23/2021,1,37080
22,02/23/2021,2,37080
94,02/23/2021,1,37115
127,02/23/2021,2,37115
58,02/23/2021,1,37138
58,02/23/2021,2,37138
16,02/23/2021,1,37189
14,02/23/2021,2,37189
3,02/23/2021,1,37201
43,02/23/2021,1,37203
24,02/23/2021,2,37203
45,02/23/2021,1,37204
51,02/23/2021,2,37204
134,02/23/2021,1,37205
127,02/23/2021,2,37205
82,02/23/2021,1,37206
51,02/23/2021,2,37206
82,02/23/2021,1,37207
91,02/23/2021,2,37207
50,02/23/2021,1,37208
116,02/23/2021,2,37208
110,02/23/2021,1,37209
114,02/23/2021,2,37209
26,02/23/2021,1,37210
20,02/23/2021,2,37210
173,02/23/2021,1,37211
139,02/23/2021,2,37211
60,02/23/2021,1,37212
52,02/23/2021,2,37212
73,02/23/2021,1,37214
62,02/23/2021,2,37214
151,02/23/2021,1,37215
147,02/23/2021,2,37215
70,02/23/2021,1,37216
39,02/23/2021,2,37216
56,02/23/2021,1,37217
65,02/23/2021,2,37217
49,02/23/2021,1,37218
47,02/23/2021,2,37218
5,02/23/2021,1,37219
3,02/23/2021,2,37219
27,02/23/2021,1,37220
30,02/23/2021,2,37220
163,02/23/2021,1,37221
177,02/23/2021,2,37221
4,02/23/2021,1,37228
6,02/23/2021,2,37228
39,02/24/2021,1,
57,02/24/2021,2,
199,02/24/2021,1,37013
149,02/24/2021,2,37013
3,02/24/2021,1,37027
4,02/24/2021,2,37027
1,02/24/2021,1,37069
1,02/24/2021,2,37069
93,02/24/2021,1,37072
91,02/24/2021,2,37072
146,02/24/2021,1,37076
76,02/24/2021,2,37076
37,02/24/2021,1,37080
43,02/24/2021,2,37080
77,02/24/2021,1,37115
73,02/24/2021,2,37115
85,02/24/2021,1,37138
56,02/24/2021,2,37138
18,02/24/2021,1,37189
11,02/24/2021,2,37189
1,02/24/2021,1,37201
56,02/24/2021,1,37203
61,02/24/2021,2,37203
57,02/24/2021,1,37204
71,02/24/2021,2,37204
185,02/24/2021,1,37205
250,02/24/2021,2,37205
95,02/24/2021,1,37206
59,02/24/2021,2,37206
124,02/24/2021,1,37207
109,02/24/2021,2,37207
60,02/24/2021,1,37208
49,02/24/2021,2,37208
124,02/24/2021,1,37209
121,02/24/2021,2,37209
34,02/24/2021,1,37210
44,02/24/2021,2,37210
198,02/24/2021,1,37211
192,02/24/2021,2,37211
52,02/24/2021,1,37212
73,02/24/2021,2,37212
1,02/24/2021,1,37213
126,02/24/2021,1,37214
84,02/24/2021,2,37214
146,02/24/2021,1,37215
185,02/24/2021,2,37215
84,02/24/2021,1,37216
64,02/24/2021,2,37216
86,02/24/2021,1,37217
45,02/24/2021,2,37217
70,02/24/2021,1,37218
80,02/24/2021,2,37218
5,02/24/2021,1,37219
3,02/24/2021,2,37219
50,02/24/2021,1,37220
45,02/24/2021,2,37220
233,02/24/2021,1,37221
300,02/24/2021,2,37221
9,02/24/2021,1,37228
85,02/24/2021,2,37228
67,02/25/2021,1,
56,02/25/2021,2,
221,02/25/2021,1,37013
119,02/25/2021,2,37013
2,02/25/2021,1,37027
6,02/25/2021,2,37027
2,02/25/2021,1,37069
3,02/25/2021,2,37069
103,02/25/2021,1,37072
154,02/25/2021,2,37072
165,02/25/2021,1,37076
113,02/25/2021,2,37076
30,02/25/2021,1,37080
19,02/25/2021,2,37080
213,02/25/2021,1,37115
56,02/25/2021,2,37115
83,02/25/2021,1,37138
73,02/25/2021,2,37138
10,02/25/2021,1,37189
15,02/25/2021,2,37189
5,02/25/2021,1,37201
1,02/25/2021,2,37201
66,02/25/2021,1,37203
26,02/25/2021,2,37203
77,02/25/2021,1,37204
53,02/25/2021,2,37204
179,02/25/2021,1,37205
132,02/25/2021,2,37205
94,02/25/2021,1,37206
47,02/25/2021,2,37206
115,02/25/2021,1,37207
61,02/25/2021,2,37207
46,02/25/2021,1,37208
30,02/25/2021,2,37208
145,02/25/2021,1,37209
81,02/25/2021,2,37209
36,02/25/2021,1,37210
17,02/25/2021,2,37210
226,02/25/2021,1,37211
190,02/25/2021,2,37211
70,02/25/2021,1,37212
48,02/25/2021,2,37212
3,02/25/2021,1,37213
99,02/25/2021,1,37214
72,02/25/2021,2,37214
176,02/25/2021,1,37215
292,02/25/2021,2,37215
87,02/25/2021,1,37216
32,02/25/2021,2,37216
65,02/25/2021,1,37217
42,02/25/2021,2,37217
82,02/25/2021,1,37218
54,02/25/2021,2,37218
5,02/25/2021,1,37219
3,02/25/2021,2,37219
43,02/25/2021,1,37220
30,02/25/2021,2,37220
272,02/25/2021,1,37221
247,02/25/2021,2,37221
7,02/25/2021,1,37228
5,02/25/2021,2,37228
106,02/26/2021,1,
65,02/26/2021,2,
352,02/26/2021,1,37013
127,02/26/2021,2,37013
18,02/26/2021,1,37027
4,02/26/2021,2,37027
3,02/26/2021,2,37069
155,02/26/2021,1,37072
75,02/26/2021,2,37072
192,02/26/2021,1,37076
89,02/26/2021,2,37076
47,02/26/2021,1,37080
26,02/26/2021,2,37080
217,02/26/2021,1,37115
148,02/26/2021,2,37115
126,02/26/2021,1,37138
42,02/26/2021,2,37138
27,02/26/2021,1,37189
9,02/26/2021,2,37189
9,02/26/2021,1,37201
5,02/26/2021,2,37201
115,02/26/2021,1,37203
42,02/26/2021,2,37203
104,02/26/2021,1,37204
44,02/26/2021,2,37204
246,02/26/2021,1,37205
138,02/26/2021,2,37205
173,02/26/2021,1,37206
74,02/26/2021,2,37206
159,02/26/2021,1,37207
88,02/26/2021,2,37207
82,02/26/2021,1,37208
40,02/26/2021,2,37208
224,02/26/2021,1,37209
81,02/26/2021,2,37209
65,02/26/2021,1,37210
17,02/26/2021,2,37210
482,02/26/2021,1,37211
251,02/26/2021,2,37211
123,02/26/2021,1,37212
49,02/26/2021,2,37212
3,02/26/2021,1,37213
170,02/26/2021,1,37214
90,02/26/2021,2,37214
256,02/26/2021,1,37215
116,02/26/2021,2,37215
102,02/26/2021,1,37216
40,02/26/2021,2,37216
125,02/26/2021,1,37217
29,02/26/2021,2,37217
190,02/26/2021,1,37218
58,02/26/2021,2,37218
7,02/26/2021,1,37219
1,02/26/2021,2,37219
55,02/26/2021,1,37220
50,02/26/2021,2,37220
406,02/26/2021,1,37221
171,02/26/2021,2,37221
13,02/26/2021,1,37228
3,02/26/2021,2,37228
41,02/27/2021,1,
59,02/27/2021,2,
203,02/27/2021,1,37013
77,02/27/2021,2,37013
1,02/27/2021,2,37027
1,02/27/2021,2,37069
107,02/27/2021,1,37072
103,02/27/2021,2,37072
150,02/27/2021,1,37076
83,02/27/2021,2,37076
19,02/27/2021,1,37080
8,02/27/2021,2,37080
111,02/27/2021,1,37115
50,02/27/2021,2,37115
72,02/27/2021,1,37138
77,02/27/2021,2,37138
3,02/27/2021,1,37189
9,02/27/2021,2,37189
2,02/27/2021,1,37201
43,02/27/2021,1,37203
16,02/27/2021,2,37203
81,02/27/2021,1,37204
19,02/27/2021,2,37204
144,02/27/2021,1,37205
95,02/27/2021,2,37205
94,02/27/2021,1,37206
29,02/27/2021,2,37206
107,02/27/2021,1,37207
48,02/27/2021,2,37207
50,02/27/2021,1,37208
9,02/27/2021,2,37208
132,02/27/2021,1,37209
47,02/27/2021,2,37209
34,02/27/2021,1,37210
11,02/27/2021,2,37210
228,02/27/2021,1,37211
90,02/27/2021,2,37211
67,02/27/2021,1,37212
19,02/27/2021,2,37212
1,02/27/2021,2,37213
106,02/27/2021,1,37214
75,02/27/2021,2,37214
151,02/27/2021,1,37215
85,02/27/2021,2,37215
76,02/27/2021,1,37216
30,02/27/2021,2,37216
76,02/27/2021,1,37217
35,02/27/2021,2,37217
57,02/27/2021,1,37218
19,02/27/2021,2,37218
5,02/27/2021,1,37219
36,02/27/2021,1,37220
22,02/27/2021,2,37220
204,02/27/2021,1,37221
102,02/27/2021,2,37221
6,02/27/2021,1,37228
11,02/28/2021,1,
1,02/28/2021,2,
158,02/28/2021,1,37013
33,02/28/2021,2,37013
47,02/28/2021,1,37072
8,02/28/2021,2,37072
86,02/28/2021,1,37076
16,02/28/2021,2,37076
14,02/28/2021,1,37080
5,02/28/2021,2,37080
60,02/28/2021,1,37115
15,02/28/2021,2,37115
38,02/28/2021,1,37138
21,02/28/2021,2,37138
14,02/28/2021,1,37189
1,02/28/2021,2,37189
2,02/28/2021,1,37201
41,02/28/2021,1,37203
8,02/28/2021,2,37203
34,02/28/2021,1,37204
12,02/28/2021,2,37204
99,02/28/2021,1,37205
37,02/28/2021,2,37205
66,02/28/2021,1,37206
10,02/28/2021,2,37206
78,02/28/2021,1,37207
22,02/28/2021,2,37207
37,02/28/2021,1,37208
4,02/28/2021,2,37208
83,02/28/2021,1,37209
23,02/28/2021,2,37209
20,02/28/2021,1,37210
5,02/28/2021,2,37210
149,02/28/2021,1,37211
45,02/28/2021,2,37211
43,02/28/2021,1,37212
22,02/28/2021,2,37212
81,02/28/2021,1,37214
25,02/28/2021,2,37214
65,02/28/2021,1,37215
38,02/28/2021,2,37215
36,02/28/2021,1,37216
12,02/28/2021,2,37216
49,02/28/2021,1,37217
20,02/28/2021,2,37217
56,02/28/2021,1,37218
6,02/28/2021,2,37218
7,02/28/2021,1,37219
3,02/28/2021,2,37219
18,02/28/2021,1,37220
9,02/28/2021,2,37220
117,02/28/2021,1,37221
51,02/28/2021,2,37221
4,02/28/2021,1,37228
1,02/28/2021,2,37228
26,03/01/2021,1,
45,03/01/2021,2,
225,03/01/2021,1,37013
121,03/01/2021,2,37013
1,03/01/2021,1,37027
2,03/01/2021,2,37027
1,03/01/2021,2,37069
105,03/01/2021,1,37072
54,03/01/2021,2,37072
116,03/01/2021,1,37076
47,03/01/2021,2,37076
25,03/01/2021,1,37080
19,03/01/2021,2,37080
87,03/01/2021,1,37115
17,03/01/2021,2,37115
61,03/01/2021,1,37138
60,03/01/2021,2,37138
16,03/01/2021,1,37189
3,03/01/2021,2,37189
5,03/01/2021,1,37201
1,03/01/2021,2,37201
36,03/01/2021,1,37203
19,03/01/2021,2,37203
49,03/01/2021,1,37204
48,03/01/2021,2,37204
146,03/01/2021,1,37205
79,03/01/2021,2,37205
75,03/01/2021,1,37206
34,03/01/2021,2,37206
125,03/01/2021,1,37207
38,03/01/2021,2,37207
47,03/01/2021,1,37208
16,03/01/2021,2,37208
129,03/01/2021,1,37209
65,03/01/2021,2,37209
22,03/01/2021,1,37210
10,03/01/2021,2,37210
142,03/01/2021,1,37211
91,03/01/2021,2,37211
37,03/01/2021,1,37212
35,03/01/2021,2,37212
91,03/01/2021,1,37214
33,03/01/2021,2,37214
133,03/01/2021,1,37215
101,03/01/2021,2,37215
63,03/01/2021,1,37216
21,03/01/2021,2,37216
59,03/01/2021,1,37217
21,03/01/2021,2,37217
67,03/01/2021,1,37218
22,03/01/2021,2,37218
2,03/01/2021,1,37219
2,03/01/2021,2,37219
30,03/01/2021,1,37220
22,03/01/2021,2,37220
188,03/01/2021,1,37221
81,03/01/2021,2,37221
2,03/01/2021,1,37228
2,03/01/2021,2,37228
46,03/02/2021,1,
50,03/02/2021,2,
231,03/02/2021,1,37013
67,03/02/2021,2,37013
12,03/02/2021,1,37027
4,03/02/2021,2,37027
1,03/02/2021,2,37069
140,03/02/2021,1,37072
56,03/02/2021,2,37072
108,03/02/2021,1,37076
41,03/02/2021,2,37076
39,03/02/2021,1,37080
14,03/02/2021,2,37080
120,03/02/2021,1,37115
25,03/02/2021,2,37115
103,03/02/2021,1,37138
39,03/02/2021,2,37138
21,03/02/2021,1,37189
6,03/02/2021,2,37189
3,03/02/2021,1,37201
3,03/02/2021,2,37201
51,03/02/2021,1,37203
26,03/02/2021,2,37203
82,03/02/2021,1,37204
53,03/02/2021,2,37204
162,03/02/2021,1,37205
143,03/02/2021,2,37205
127,03/02/2021,1,37206
28,03/02/2021,2,37206
141,03/02/2021,1,37207
38,03/02/2021,2,37207
51,03/02/2021,1,37208
27,03/02/2021,2,37208
98,03/02/2021,1,37209
63,03/02/2021,2,37209
39,03/02/2021,1,37210
12,03/02/2021,2,37210
227,03/02/2021,1,37211
101,03/02/2021,2,37211
83,03/02/2021,1,37212
43,03/02/2021,2,37212
3,03/02/2021,1,37213
107,03/02/2021,1,37214
25,03/02/2021,2,37214
165,03/02/2021,1,37215
125,03/02/2021,2,37215
108,03/02/2021,1,37216
25,03/02/2021,2,37216
85,03/02/2021,1,37217
21,03/02/2021,2,37217
94,03/02/2021,1,37218
20,03/02/2021,2,37218
10,03/02/2021,1,37219
9,03/02/2021,2,37219
47,03/02/2021,1,37220
28,03/02/2021,2,37220
228,03/02/2021,1,37221
84,03/02/2021,2,37221
4,03/02/2021,1,37228
4,03/02/2021,2,37228
52,03/03/2021,1,
49,03/03/2021,2,
207,03/03/2021,1,37013
123,03/03/2021,2,37013
5,03/03/2021,1,37027
3,03/03/2021,2,37027
1,03/03/2021,1,37069
1,03/03/2021,2,37069
116,03/03/2021,1,37072
85,03/03/2021,2,37072
159,03/03/2021,1,37076
130,03/03/2021,2,37076
22,03/03/2021,1,37080
18,03/03/2021,2,37080
136,03/03/2021,1,37115
71,03/03/2021,2,37115
112,03/03/2021,1,37138
86,03/03/2021,2,37138
13,03/03/2021,1,37189
2,03/03/2021,2,37189
2,03/03/2021,2,37201
41,03/03/2021,1,37203
29,03/03/2021,2,37203
68,03/03/2021,1,37204
34,03/03/2021,2,37204
121,03/03/2021,1,37205
117,03/03/2021,2,37205
110,03/03/2021,1,37206
41,03/03/2021,2,37206
144,03/03/2021,1,37207
59,03/03/2021,2,37207
52,03/03/2021,1,37208
23,03/03/2021,2,37208
105,03/03/2021,1,37209
81,03/03/2021,2,37209
35,03/03/2021,1,37210
23,03/03/2021,2,37210
228,03/03/2021,1,37211
116,03/03/2021,2,37211
57,03/03/2021,1,37212
38,03/03/2021,2,37212
1,03/03/2021,2,37213
89,03/03/2021,1,37214
72,03/03/2021,2,37214
131,03/03/2021,1,37215
117,03/03/2021,2,37215
59,03/03/2021,1,37216
36,03/03/2021,2,37216
87,03/03/2021,1,37217
39,03/03/2021,2,37217
65,03/03/2021,1,37218
26,03/03/2021,2,37218
4,03/03/2021,1,37219
43,03/03/2021,1,37220
33,03/03/2021,2,37220
209,03/03/2021,1,37221
137,03/03/2021,2,37221
6,03/03/2021,1,37228
1,03/03/2021,2,37228
39,03/04/2021,1,
47,03/04/2021,2,
234,03/04/2021,1,37013
82,03/04/2021,2,37013
3,03/04/2021,1,37027
2,03/04/2021,2,37069
117,03/04/2021,1,37072
52,03/04/2021,2,37072
112,03/04/2021,1,37076
70,03/04/2021,2,37076
32,03/04/2021,1,37080
14,03/04/2021,2,37080
91,03/04/2021,1,37115
46,03/04/2021,2,37115
159,03/04/2021,1,37138
65,03/04/2021,2,37138
12,03/04/2021,1,37189
4,03/04/2021,2,37189
1,03/04/2021,1,37201
1,03/04/2021,2,37201
68,03/04/2021,1,37203
43,03/04/2021,2,37203
76,03/04/2021,1,37204
44,03/04/2021,2,37204
124,03/04/2021,1,37205
175,03/04/2021,2,37205
134,03/04/2021,1,37206
45,03/04/2021,2,37206
124,03/04/2021,1,37207
39,03/04/2021,2,37207
66,03/04/2021,1,37208
17,03/04/2021,2,37208
117,03/04/2021,1,37209
53,03/04/2021,2,37209
29,03/04/2021,1,37210
20,03/04/2021,2,37210
201,03/04/2021,1,37211
89,03/04/2021,2,37211
74,03/04/2021,1,37212
22,03/04/2021,2,37212
108,03/04/2021,1,37214
55,03/04/2021,2,37214
133,03/04/2021,1,37215
93,03/04/2021,2,37215
104,03/04/2021,1,37216
27,03/04/2021,2,37216
101,03/04/2021,1,37217
22,03/04/2021,2,37217
54,03/04/2021,1,37218
18,03/04/2021,2,37218
6,03/04/2021,1,37219
4,03/04/2021,2,37219
53,03/04/2021,1,37220
34,03/04/2021,2,37220
201,03/04/2021,1,37221
118,03/04/2021,2,37221
9,03/04/2021,1,37228
2,03/04/2021,2,37228
101,03/05/2021,1,
72,03/05/2021,2,
265,03/05/2021,1,37013
139,03/05/2021,2,37013
6,03/05/2021,1,37027
5,03/05/2021,2,37027
1,03/05/2021,1,37069
173,03/05/2021,1,37072
91,03/05/2021,2,37072
195,03/05/2021,1,37076
113,03/05/2021,2,37076
31,03/05/2021,1,37080
24,03/05/2021,2,37080
159,03/05/2021,1,37115
84,03/05/2021,2,37115
152,03/05/2021,1,37138
100,03/05/2021,2,37138
20,03/05/2021,1,37189
12,03/05/2021,2,37189
7,03/05/2021,1,37201
4,03/05/2021,2,37201
71,03/05/2021,1,37203
40,03/05/2021,2,37203
90,03/05/2021,1,37204
58,03/05/2021,2,37204
165,03/05/2021,1,37205
157,03/05/2021,2,37205
148,03/05/2021,1,37206
87,03/05/2021,2,37206
131,03/05/2021,1,37207
128,03/05/2021,2,37207
89,03/05/2021,1,37208
69,03/05/2021,2,37208
168,03/05/2021,1,37209
129,03/05/2021,2,37209
60,03/05/2021,1,37210
36,03/05/2021,2,37210
308,03/05/2021,1,37211
129,03/05/2021,2,37211
64,03/05/2021,1,37212
107,03/05/2021,2,37212
1,03/05/2021,2,37213
135,03/05/2021,1,37214
81,03/05/2021,2,37214
177,03/05/2021,1,37215
126,03/05/2021,2,37215
110,03/05/2021,1,37216
55,03/05/2021,2,37216
92,03/05/2021,1,37217
39,03/05/2021,2,37217
69,03/05/2021,1,37218
82,03/05/2021,2,37218
9,03/05/2021,1,37219
3,03/05/2021,2,37219
46,03/05/2021,1,37220
28,03/05/2021,2,37220
208,03/05/2021,1,37221
