Specimen Collection Date,Zip,Cases
5/23/2020,37216,1
5/23/2020,37217,1
5/24/2020,,1
5/24/2020,37013,5
5/24/2020,37072,2
5/24/2020,37076,1
5/24/2020,37115,1
5/24/2020,37201,1
5/24/2020,37207,1
5/24/2020,37208,1
5/24/2020,37211,10
5/24/2020,37214,1
5/24/2020,37216,1
5/24/2020,37217,3
5/24/2020,37218,1
5/24/2020,37221,1
5/25/2020,,2
5/25/2020,37013,8
5/25/2020,37072,3
5/25/2020,37076,2
5/25/2020,37203,1
5/25/2020,37207,2
5/25/2020,37209,1
5/25/2020,37211,4
5/25/2020,37212,1
5/25/2020,37216,2
5/25/2020,37220,1
5/25/2020,37221,1
5/26/2020,,6
5/26/2020,37013,40
5/26/2020,37027,1
5/26/2020,37072,6
5/26/2020,37076,3
5/26/2020,37115,13
5/26/2020,37138,2
5/26/2020,37203,2
5/26/2020,37206,1
5/26/2020,37207,6
5/26/2020,37208,1
5/26/2020,37209,4
5/26/2020,37210,11
5/26/2020,37211,47
5/26/2020,37214,7
5/26/2020,37216,2
5/26/2020,37217,20
5/26/2020,37221,1
5/27/2020,,8
5/27/2020,37013,42
5/27/2020,37072,1
5/27/2020,37076,8
5/27/2020,37115,6
5/27/2020,37138,2
5/27/2020,37203,4
5/27/2020,37205,2
5/27/2020,37206,5
5/27/2020,37207,7
5/27/2020,37208,1
5/27/2020,37209,7
5/27/2020,37210,17
5/27/2020,37211,39
5/27/2020,37214,7
5/27/2020,37216,1
5/27/2020,37217,14
5/27/2020,37218,1
5/27/2020,37221,1
5/28/2020,,6
5/28/2020,37013,31
5/28/2020,37072,6
5/28/2020,37076,1
5/28/2020,37115,10
5/28/2020,37138,1
5/28/2020,37205,1
5/28/2020,37207,8
5/28/2020,37208,2
5/28/2020,37209,3
5/28/2020,37210,5
5/28/2020,37211,39
5/28/2020,37212,1
5/28/2020,37213,1
5/28/2020,37214,2
5/28/2020,37216,2
5/28/2020,37217,11
5/28/2020,37218,1
5/28/2020,37221,3
5/29/2020,,7
5/29/2020,37013,21
5/29/2020,37027,1
5/29/2020,37072,3
5/29/2020,37076,3
5/29/2020,37080,1
5/29/2020,37115,16
5/29/2020,37203,1
5/29/2020,37204,1
5/29/2020,37207,6
5/29/2020,37208,1
5/29/2020,37209,5
5/29/2020,37210,8
5/29/2020,37211,23
5/29/2020,37214,3
5/29/2020,37215,1
5/29/2020,37216,3
5/29/2020,37217,9
5/29/2020,37218,1
5/29/2020,37221,3
5/29/2020,37228,1
5/30/2020,,2
5/30/2020,37013,17
5/30/2020,37072,3
5/30/2020,37076,2
5/30/2020,37080,1
5/30/2020,37115,3
5/30/2020,37138,2
5/30/2020,37206,3
5/30/2020,37207,2
5/30/2020,37208,1
5/30/2020,37209,1
5/30/2020,37210,2
5/30/2020,37211,7
5/30/2020,37216,2
5/30/2020,37217,12
5/31/2020,,5
5/31/2020,37013,7
5/31/2020,37072,1
5/31/2020,37076,1
5/31/2020,37115,5
5/31/2020,37138,3
5/31/2020,37203,2
5/31/2020,37206,2
5/31/2020,37207,2
5/31/2020,37210,2
5/31/2020,37211,6
5/31/2020,37214,7
5/31/2020,37215,1
5/31/2020,37217,4
5/31/2020,37220,1
6/1/2020,,11
6/1/2020,37013,52
6/1/2020,37076,5
6/1/2020,37115,12
6/1/2020,37138,2
6/1/2020,37201,1
6/1/2020,37203,2
6/1/2020,37205,1
6/1/2020,37206,1
6/1/2020,37207,17
6/1/2020,37208,3
6/1/2020,37209,7
6/1/2020,37210,3
6/1/2020,37211,42
6/1/2020,37212,1
6/1/2020,37213,1
6/1/2020,37214,6
6/1/2020,37216,2
6/1/2020,37217,15
6/1/2020,37218,5
6/1/2020,37220,1
6/1/2020,37221,1
6/2/2020,,5
6/2/2020,37013,12
6/2/2020,37072,1
6/2/2020,37076,4
6/2/2020,37115,13
6/2/2020,37138,1
6/2/2020,37189,1
6/2/2020,37203,2
6/2/2020,37206,1
6/2/2020,37207,6
6/2/2020,37208,6
6/2/2020,37209,5
6/2/2020,37210,3
6/2/2020,37211,24
6/2/2020,37214,2
6/2/2020,37215,2
6/2/2020,37217,12
6/2/2020,37218,2
6/2/2020,37221,1
6/3/2020,,12
6/3/2020,37013,31
6/3/2020,37027,1
6/3/2020,37072,5
6/3/2020,37076,2
6/3/2020,37080,1
6/3/2020,37115,10
6/3/2020,37189,1
6/3/2020,37203,5
6/3/2020,37204,1
6/3/2020,37205,1
6/3/2020,37206,3
6/3/2020,37207,10
6/3/2020,37208,1
6/3/2020,37209,6
6/3/2020,37210,23
6/3/2020,37211,36
6/3/2020,37212,1
6/3/2020,37213,1
6/3/2020,37214,4
6/3/2020,37215,2
6/3/2020,37216,3
6/3/2020,37217,12
6/3/2020,37218,1
6/4/2020,,9
6/4/2020,37013,37
6/4/2020,37072,7
6/4/2020,37076,4
6/4/2020,37080,4
6/4/2020,37115,20
6/4/2020,37138,1
6/4/2020,37189,3
6/4/2020,37204,3
6/4/2020,37206,3
6/4/2020,37207,19
6/4/2020,37208,7
6/4/2020,37209,13
6/4/2020,37210,11
6/4/2020,37211,34
6/4/2020,37214,6
6/4/2020,37217,10
6/4/2020,37218,3
6/4/2020,37221,3
6/4/2020,37228,1
6/5/2020,,5
6/5/2020,37013,27
6/5/2020,37072,5
6/5/2020,37076,1
6/5/2020,37115,9
6/5/2020,37189,2
6/5/2020,37203,2
6/5/2020,37206,2
6/5/2020,37207,3
6/5/2020,37208,1
6/5/2020,37209,9
6/5/2020,37210,11
6/5/2020,37211,18
6/5/2020,37214,2
6/5/2020,37216,2
6/5/2020,37217,6
6/5/2020,37218,1
6/5/2020,37221,3
6/6/2020,,2
6/6/2020,37013,16
6/6/2020,37072,3
6/6/2020,37076,2
6/6/2020,37115,4
6/6/2020,37138,1
6/6/2020,37203,1
6/6/2020,37206,1
6/6/2020,37207,4
6/6/2020,37209,1
6/6/2020,37210,1
6/6/2020,37211,18
6/6/2020,37212,1
6/6/2020,37214,1
6/6/2020,37215,2
6/6/2020,37217,1
6/6/2020,37218,2
6/7/2020,,4
6/7/2020,37013,10
6/7/2020,37072,4
6/7/2020,37076,3
6/7/2020,37115,1
6/7/2020,37203,1
6/7/2020,37204,2
6/7/2020,37208,3
6/7/2020,37209,1
6/7/2020,37210,1
6/7/2020,37211,6
6/7/2020,37212,1
6/7/2020,37214,2
6/7/2020,37216,1
6/7/2020,37217,4
6/7/2020,37218,1
6/8/2020,,10
6/8/2020,37013,40
6/8/2020,37072,15
6/8/2020,37076,12
6/8/2020,37115,12
6/8/2020,37138,4
6/8/2020,37203,3
6/8/2020,37204,1
6/8/2020,37205,1
6/8/2020,37206,5
6/8/2020,37207,15
6/8/2020,37208,1
6/8/2020,37209,4
6/8/2020,37210,8
6/8/2020,37211,49
6/8/2020,37212,3
6/8/2020,37214,7
6/8/2020,37215,1
6/8/2020,37216,4
6/8/2020,37217,19
6/8/2020,37218,1
6/8/2020,37219,1
6/9/2020,,3
6/9/2020,37013,30
6/9/2020,37072,5
6/9/2020,37076,10
6/9/2020,37080,1
6/9/2020,37115,11
6/9/2020,37138,1
6/9/2020,37203,2
6/9/2020,37204,3
6/9/2020,37205,2
6/9/2020,37206,3
6/9/2020,37207,8
6/9/2020,37208,2
6/9/2020,37209,5
6/9/2020,37210,5
6/9/2020,37211,30
6/9/2020,37212,1
6/9/2020,37214,4
6/9/2020,37215,1
6/9/2020,37216,7
6/9/2020,37217,4
6/9/2020,37218,1
6/9/2020,37221,5
6/10/2020,,6
6/10/2020,37013,30
6/10/2020,37072,4
6/10/2020,37076,7
6/10/2020,37115,16
6/10/2020,37189,1
6/10/2020,37203,1
6/10/2020,37204,4
6/10/2020,37205,2
6/10/2020,37206,1
6/10/2020,37207,13
6/10/2020,37208,5
6/10/2020,37209,8
6/10/2020,37210,3
6/10/2020,37211,43
6/10/2020,37212,1
6/10/2020,37214,7
6/10/2020,37215,6
6/10/2020,37216,3
6/10/2020,37217,9
6/10/2020,37218,2
6/10/2020,37220,2
6/11/2020,,9
6/11/2020,37013,19
6/11/2020,37072,1
6/11/2020,37076,5
6/11/2020,37115,8
6/11/2020,37138,3
6/11/2020,37189,1
6/11/2020,37203,9
6/11/2020,37204,3
6/11/2020,37206,2
6/11/2020,37207,8
6/11/2020,37208,5
6/11/2020,37209,7
6/11/2020,37210,5
6/11/2020,37211,27
6/11/2020,37212,2
6/11/2020,37214,6
6/11/2020,37216,2
6/11/2020,37217,7
6/11/2020,37218,1
6/12/2020,,4
6/12/2020,37013,17
6/12/2020,37072,2
6/12/2020,37076,2
6/12/2020,37115,19
6/12/2020,37138,2
6/12/2020,37203,1
6/12/2020,37204,2
6/12/2020,37206,2
6/12/2020,37207,8
6/12/2020,37209,3
6/12/2020,37210,5
6/12/2020,37211,35
6/12/2020,37212,4
6/12/2020,37213,1
6/12/2020,37215,1
6/12/2020,37216,10
6/12/2020,37217,15
6/12/2020,37218,3
6/12/2020,37221,1
6/13/2020,,4
6/13/2020,37013,19
6/13/2020,37027,1
6/13/2020,37072,5
6/13/2020,37115,49
6/13/2020,37138,1
6/13/2020,37189,3
6/13/2020,37203,2
6/13/2020,37205,2
6/13/2020,37207,1
6/13/2020,37209,4
6/13/2020,37210,2
6/13/2020,37211,17
6/13/2020,37213,1
6/13/2020,37214,1
6/13/2020,37215,2
6/13/2020,37216,1
6/13/2020,37217,11
6/13/2020,37220,1
6/13/2020,37221,2
6/14/2020,,1
6/14/2020,37013,11
6/14/2020,37072,2
6/14/2020,37076,1
6/14/2020,37115,1
6/14/2020,37138,1
6/14/2020,37203,1
6/14/2020,37204,1
6/14/2020,37205,2
6/14/2020,37209,4
6/14/2020,37210,1
6/14/2020,37211,10
6/14/2020,37214,1
6/14/2020,37217,3
6/15/2020,,16
6/15/2020,37013,62
6/15/2020,37027,1
6/15/2020,37072,6
6/15/2020,37076,12
6/15/2020,37080,1
6/15/2020,37115,22
6/15/2020,37138,3
6/15/2020,37189,2
6/15/2020,37203,13
6/15/2020,37204,2
6/15/2020,37205,3
6/15/2020,37206,4
6/15/2020,37207,10
6/15/2020,37208,1
6/15/2020,37209,5
6/15/2020,37210,4
6/15/2020,37211,47
6/15/2020,37213,1
6/15/2020,37214,7
6/15/2020,37215,2
6/15/2020,37216,2
6/15/2020,37217,24
6/15/2020,37221,1
6/16/2020,,13
6/16/2020,37013,41
6/16/2020,37027,2
6/16/2020,37072,3
6/16/2020,37076,11
6/16/2020,37115,10
6/16/2020,37138,2
6/16/2020,37189,1
6/16/2020,37203,8
6/16/2020,37205,2
6/16/2020,37206,7
6/16/2020,37207,6
6/16/2020,37208,7
6/16/2020,37209,9
6/16/2020,37210,3
6/16/2020,37211,34
6/16/2020,37212,1
6/16/2020,37214,3
6/16/2020,37215,2
6/16/2020,37216,6
6/16/2020,37217,12
6/16/2020,37218,10
6/16/2020,37219,1
6/16/2020,37221,3
6/17/2020,,27
6/17/2020,37013,42
6/17/2020,37027,2
6/17/2020,37072,4
6/17/2020,37076,12
6/17/2020,37080,1
6/17/2020,37115,28
6/17/2020,37138,8
6/17/2020,37189,2
6/17/2020,37201,3
6/17/2020,37203,17
6/17/2020,37204,1
6/17/2020,37205,3
6/17/2020,37206,4
6/17/2020,37207,7
6/17/2020,37208,6
6/17/2020,37209,9
6/17/2020,37210,6
6/17/2020,37211,38
6/17/2020,37212,2
6/17/2020,37214,2
6/17/2020,37215,2
6/17/2020,37216,1
6/17/2020,37217,10
6/17/2020,37218,3
6/17/2020,37220,4
6/17/2020,37221,2
6/17/2020,37228,1
6/18/2020,,19
6/18/2020,37013,34
6/18/2020,37027,1
6/18/2020,37072,4
6/18/2020,37076,8
6/18/2020,37080,5
6/18/2020,37115,15
6/18/2020,37138,3
6/18/2020,37203,21
6/18/2020,37204,6
6/18/2020,37205,7
6/18/2020,37206,6
6/18/2020,37207,6
6/18/2020,37208,7
6/18/2020,37209,8
6/18/2020,37210,14
6/18/2020,37211,72
6/18/2020,37212,2
6/18/2020,37214,7
6/18/2020,37215,1
6/18/2020,37216,4
6/18/2020,37217,3
6/18/2020,37218,2
6/18/2020,37219,1
6/18/2020,37221,4
6/18/2020,37228,2
6/19/2020,,11
6/19/2020,37013,35
6/19/2020,37027,1
6/19/2020,37072,8
6/19/2020,37076,2
6/19/2020,37115,16
6/19/2020,37138,8
6/19/2020,37189,1
6/19/2020,37201,2
6/19/2020,37203,17
6/19/2020,37204,5
6/19/2020,37205,4
6/19/2020,37206,4
6/19/2020,37207,15
6/19/2020,37208,5
6/19/2020,37209,10
6/19/2020,37210,4
6/19/2020,37211,24
6/19/2020,37212,1
6/19/2020,37214,5
6/19/2020,37215,2
6/19/2020,37216,7
6/19/2020,37217,13
6/19/2020,37219,3
6/19/2020,37221,3
6/20/2020,,5
6/20/2020,37013,16
6/20/2020,37072,5
6/20/2020,37076,5
6/20/2020,37115,1
6/20/2020,37138,2
6/20/2020,37201,2
6/20/2020,37203,7
6/20/2020,37204,5
6/20/2020,37206,2
6/20/2020,37207,5
6/20/2020,37208,5
6/20/2020,37209,6
6/20/2020,37210,5
6/20/2020,37211,12
6/20/2020,37212,2
6/20/2020,37214,5
6/20/2020,37216,1
6/20/2020,37217,4
6/20/2020,37218,2
6/20/2020,37219,1
6/20/2020,37221,5
6/21/2020,,4
6/21/2020,37013,16
6/21/2020,37072,5
6/21/2020,37076,4
6/21/2020,37115,3
6/21/2020,37201,3
6/21/2020,37203,7
6/21/2020,37204,3
6/21/2020,37205,2
6/21/2020,37206,4
6/21/2020,37207,4
6/21/2020,37208,5
6/21/2020,37209,3
6/21/2020,37210,2
6/21/2020,37211,10
6/21/2020,37212,1
6/21/2020,37214,4
6/21/2020,37215,2
6/21/2020,37217,6
6/21/2020,37218,3
6/21/2020,37219,4
6/21/2020,37220,3
6/21/2020,37221,4
6/22/2020,,28
6/22/2020,37013,59
6/22/2020,37027,2
6/22/2020,37072,1
6/22/2020,37076,16
6/22/2020,37115,25
6/22/2020,37138,6
6/22/2020,37189,2
6/22/2020,37201,2
6/22/2020,37203,29
6/22/2020,37204,5
6/22/2020,37205,7
6/22/2020,37206,15
6/22/2020,37207,19
6/22/2020,37208,13
6/22/2020,37209,21
6/22/2020,37210,10
6/22/2020,37211,32
6/22/2020,37212,3
6/22/2020,37214,14
6/22/2020,37215,5
6/22/2020,37216,9
6/22/2020,37217,13
6/22/2020,37218,7
6/22/2020,37221,9
6/22/2020,37228,1
6/23/2020,,29
6/23/2020,37013,68
6/23/2020,37027,1
6/23/2020,37072,8
6/23/2020,37076,10
6/23/2020,37115,13
6/23/2020,37138,5
6/23/2020,37189,1
6/23/2020,37201,2
6/23/2020,37203,30
6/23/2020,37204,7
6/23/2020,37205,2
6/23/2020,37206,5
6/23/2020,37207,23
6/23/2020,37208,12
6/23/2020,37209,32
6/23/2020,37210,16
6/23/2020,37211,29
6/23/2020,37212,8
6/23/2020,37214,10
6/23/2020,37215,9
6/23/2020,37216,7
6/23/2020,37217,16
6/23/2020,37218,8
6/23/2020,37220,5
6/23/2020,37221,4
6/23/2020,37228,1
6/24/2020,,20
6/24/2020,37013,61
6/24/2020,37072,10
6/24/2020,37076,16
6/24/2020,37115,22
6/24/2020,37138,8
6/24/2020,37189,1
6/24/2020,37201,2
6/24/2020,37203,32
6/24/2020,37204,6
6/24/2020,37205,7
6/24/2020,37206,22
6/24/2020,37207,31
6/24/2020,37208,18
6/24/2020,37209,24
6/24/2020,37210,9
6/24/2020,37211,159
6/24/2020,37212,10
6/24/2020,37214,7
6/24/2020,37215,3
6/24/2020,37216,5
6/24/2020,37217,8
6/24/2020,37218,7
6/24/2020,37220,1
6/24/2020,37221,9
6/24/2020,37228,3
6/25/2020,,34
6/25/2020,37013,58
6/25/2020,37027,1
6/25/2020,37072,10
6/25/2020,37076,7
6/25/2020,37115,22
6/25/2020,37138,4
6/25/2020,37201,4
6/25/2020,37203,28
6/25/2020,37204,8
6/25/2020,37205,8
6/25/2020,37206,12
6/25/2020,37207,25
6/25/2020,37208,14
6/25/2020,37209,10
6/25/2020,37210,10
6/25/2020,37211,48
6/25/2020,37212,7
6/25/2020,37214,8
6/25/2020,37215,6
6/25/2020,37216,14
6/25/2020,37217,12
6/25/2020,37218,8
6/25/2020,37220,3
6/25/2020,37221,4
6/25/2020,37228,1
6/26/2020,,24
6/26/2020,37013,57
6/26/2020,37027,2
6/26/2020,37072,5
6/26/2020,37076,13
6/26/2020,37080,1
6/26/2020,37115,16
6/26/2020,37138,6
6/26/2020,37189,1
6/26/2020,37201,1
6/26/2020,37203,16
6/26/2020,37204,7
6/26/2020,37205,8
6/26/2020,37206,18
6/26/2020,37207,19
6/26/2020,37208,17
6/26/2020,37209,25
6/26/2020,37210,9
6/26/2020,37211,42
6/26/2020,37212,7
6/26/2020,37214,5
6/26/2020,37215,5
6/26/2020,37216,10
6/26/2020,37217,10
6/26/2020,37218,6
6/26/2020,37219,2
6/26/2020,37221,11
6/26/2020,37228,3
6/27/2020,,13
6/27/2020,37013,23
6/27/2020,37072,4
6/27/2020,37076,8
6/27/2020,37080,3
6/27/2020,37115,10
6/27/2020,37189,1
6/27/2020,37201,4
6/27/2020,37203,5
6/27/2020,37204,4
6/27/2020,37205,5
6/27/2020,37206,10
6/27/2020,37207,13
6/27/2020,37208,7
6/27/2020,37209,7
6/27/2020,37210,7
6/27/2020,37211,21
6/27/2020,37212,5
6/27/2020,37214,7
6/27/2020,37215,11
6/27/2020,37216,9
6/27/2020,37217,3
6/27/2020,37218,3
6/27/2020,37219,2
6/27/2020,37220,1
6/27/2020,37221,6
6/28/2020,,13
6/28/2020,37013,14
6/28/2020,37072,6
6/28/2020,37076,8
6/28/2020,37115,1
6/28/2020,37138,2
6/28/2020,37201,2
6/28/2020,37203,7
6/28/2020,37204,1
6/28/2020,37205,6
6/28/2020,37206,3
6/28/2020,37207,11
6/28/2020,37208,7
6/28/2020,37209,12
6/28/2020,37210,6
6/28/2020,37211,10
6/28/2020,37212,5
6/28/2020,37214,4
6/28/2020,37215,6
6/28/2020,37216,3
6/28/2020,37217,5
6/28/2020,37219,1
6/28/2020,37221,6
6/28/2020,37228,1
6/29/2020,,35
6/29/2020,37013,70
6/29/2020,37027,1
6/29/2020,37069,1
6/29/2020,37072,4
6/29/2020,37076,21
6/29/2020,37115,16
6/29/2020,37138,11
6/29/2020,37189,4
6/29/2020,37203,19
6/29/2020,37204,13
6/29/2020,37205,3
6/29/2020,37206,16
6/29/2020,37207,26
6/29/2020,37208,8
6/29/2020,37209,21
6/29/2020,37210,10
6/29/2020,37211,40
6/29/2020,37212,5
6/29/2020,37214,15
6/29/2020,37215,10
6/29/2020,37216,10
6/29/2020,37217,11
6/29/2020,37218,19
6/29/2020,37219,1
6/29/2020,37220,1
6/29/2020,37221,21
6/30/2020,,34
6/30/2020,37013,60
6/30/2020,37027,2
6/30/2020,37072,8
6/30/2020,37076,14
6/30/2020,37080,3
6/30/2020,37115,28
6/30/2020,37138,7
6/30/2020,37189,1
6/30/2020,37201,1
6/30/2020,37203,24
6/30/2020,37204,8
6/30/2020,37205,10
6/30/2020,37206,25
6/30/2020,37207,32
6/30/2020,37208,20
6/30/2020,37209,25
6/30/2020,37210,10
6/30/2020,37211,52
6/30/2020,37212,3
6/30/2020,37214,7
6/30/2020,37215,9
6/30/2020,37216,13
6/30/2020,37217,21
6/30/2020,37218,5
6/30/2020,37219,3
6/30/2020,37220,2
6/30/2020,37221,14
6/30/2020,37228,2
7/1/2020,,20
7/1/2020,37013,54
7/1/2020,37027,1
7/1/2020,37072,7
7/1/2020,37076,19
7/1/2020,37115,29
7/1/2020,37138,12
7/1/2020,37189,2
7/1/2020,37203,29
7/1/2020,37204,7
7/1/2020,37205,18
7/1/2020,37206,14
7/1/2020,37207,27
7/1/2020,37208,20
7/1/2020,37209,23
7/1/2020,37210,11
7/1/2020,37211,42
7/1/2020,37212,5
7/1/2020,37214,13
7/1/2020,37215,13
7/1/2020,37216,10
7/1/2020,37217,19
7/1/2020,37218,10
7/1/2020,37219,3
7/1/2020,37220,3
7/1/2020,37221,18
7/1/2020,37228,2
7/2/2020,,30
7/2/2020,37013,44
7/2/2020,37027,4
7/2/2020,37072,8
7/2/2020,37076,17
7/2/2020,37080,5
7/2/2020,37115,19
7/2/2020,37138,10
7/2/2020,37189,5
7/2/2020,37201,1
7/2/2020,37203,19
7/2/2020,37204,10
7/2/2020,37205,10
7/2/2020,37206,17
7/2/2020,37207,46
7/2/2020,37208,12
7/2/2020,37209,18
7/2/2020,37210,7
7/2/2020,37211,39
7/2/2020,37212,3
7/2/2020,37214,8
7/2/2020,37215,3
7/2/2020,37216,11
7/2/2020,37217,23
7/2/2020,37218,7
7/2/2020,37219,3
7/2/2020,37220,2
7/2/2020,37221,7
7/2/2020,37228,2
7/3/2020,,23
7/3/2020,37013,47
7/3/2020,37027,3
7/3/2020,37072,6
7/3/2020,37076,17
7/3/2020,37115,14
7/3/2020,37138,10
7/3/2020,37189,3
7/3/2020,37201,3
7/3/2020,37203,14
7/3/2020,37204,3
7/3/2020,37205,6
7/3/2020,37206,10
7/3/2020,37207,14
7/3/2020,37208,5
7/3/2020,37209,13
7/3/2020,37210,6
7/3/2020,37211,26
7/3/2020,37212,7
7/3/2020,37214,11
7/3/2020,37215,6
7/3/2020,37216,5
7/3/2020,37217,10
7/3/2020,37218,3
7/3/2020,37219,1
7/3/2020,37220,2
7/3/2020,37221,11
7/3/2020,37228,2
7/4/2020,,7
7/4/2020,37013,20
7/4/2020,37027,2
7/4/2020,37072,3
7/4/2020,37076,4
7/4/2020,37115,6
7/4/2020,37201,1
7/4/2020,37203,6
7/4/2020,37205,6
7/4/2020,37206,3
7/4/2020,37207,8
7/4/2020,37208,4
7/4/2020,37209,8
7/4/2020,37211,5
7/4/2020,37212,2
7/4/2020,37214,4
7/4/2020,37215,3
7/4/2020,37216,4
7/4/2020,37217,5
7/4/2020,37218,3
7/4/2020,37221,10
7/5/2020,,18
7/5/2020,37013,37
7/5/2020,37072,6
7/5/2020,37076,11
7/5/2020,37115,13
7/5/2020,37189,2
7/5/2020,37203,8
7/5/2020,37204,4
7/5/2020,37205,3
7/5/2020,37206,3
7/5/2020,37207,14
7/5/2020,37208,9
7/5/2020,37209,11
7/5/2020,37210,2
7/5/2020,37211,90
7/5/2020,37212,2
7/5/2020,37214,4
7/5/2020,37215,1
7/5/2020,37216,3
7/5/2020,37217,10
7/5/2020,37218,2
7/5/2020,37221,10
7/5/2020,37228,2
7/6/2020,,32
7/6/2020,37013,119
7/6/2020,37027,4
7/6/2020,37072,28
7/6/2020,37076,17
7/6/2020,37080,3
7/6/2020,37115,31
7/6/2020,37138,10
7/6/2020,37189,2
7/6/2020,37201,5
7/6/2020,37203,36
7/6/2020,37204,16
7/6/2020,37205,10
7/6/2020,37206,17
7/6/2020,37207,40
7/6/2020,37208,24
7/6/2020,37209,34
7/6/2020,37210,13
7/6/2020,37211,81
7/6/2020,37212,12
7/6/2020,37213,3
7/6/2020,37214,20
7/6/2020,37215,10
7/6/2020,37216,17
7/6/2020,37217,22
7/6/2020,37218,10
7/6/2020,37219,2
7/6/2020,37220,1
7/6/2020,37221,17
7/7/2020,,33
7/7/2020,37013,83
7/7/2020,37027,3
7/7/2020,37072,17
7/7/2020,37076,26
7/7/2020,37080,3
7/7/2020,37115,24
7/7/2020,37138,21
7/7/2020,37189,4
7/7/2020,37201,2
7/7/2020,37203,28
7/7/2020,37204,9
7/7/2020,37205,12
7/7/2020,37206,17
7/7/2020,37207,30
7/7/2020,37208,19
7/7/2020,37209,36
7/7/2020,37210,18
7/7/2020,37211,67
7/7/2020,37212,5
7/7/2020,37213,1
7/7/2020,37214,18
7/7/2020,37215,12
7/7/2020,37216,13
7/7/2020,37217,17
7/7/2020,37218,7
7/7/2020,37219,1
7/7/2020,37220,3
7/7/2020,37221,13
7/7/2020,37228,6
7/8/2020,,25
7/8/2020,37013,94
7/8/2020,37027,3
7/8/2020,37069,1
7/8/2020,37072,12
7/8/2020,37076,23
7/8/2020,37080,3
7/8/2020,37115,41
7/8/2020,37138,8
7/8/2020,37189,1
7/8/2020,37201,1
7/8/2020,37203,18
7/8/2020,37204,14
7/8/2020,37205,12
7/8/2020,37206,14
7/8/2020,37207,47
7/8/2020,37208,19
7/8/2020,37209,32
7/8/2020,37210,8
7/8/2020,37211,42
7/8/2020,37212,9
7/8/2020,37214,16
7/8/2020,37215,11
7/8/2020,37216,13
7/8/2020,37217,19
7/8/2020,37218,21
7/8/2020,37221,21
7/8/2020,37228,1
7/9/2020,,17
7/9/2020,37013,89
7/9/2020,37027,1
7/9/2020,37072,11
7/9/2020,37076,26
7/9/2020,37080,1
7/9/2020,37115,22
7/9/2020,37138,4
7/9/2020,37203,30
7/9/2020,37204,2
7/9/2020,37205,5
7/9/2020,37206,13
7/9/2020,37207,31
7/9/2020,37208,10
7/9/2020,37209,26
7/9/2020,37210,19
7/9/2020,37211,56
7/9/2020,37212,5
7/9/2020,37213,1
7/9/2020,37214,18
7/9/2020,37215,8
7/9/2020,37216,11
7/9/2020,37217,13
7/9/2020,37218,6
7/9/2020,37219,3
7/9/2020,37220,1
7/9/2020,37221,12
7/9/2020,37228,4
7/10/2020,,30
7/10/2020,37013,69
7/10/2020,37027,4
7/10/2020,37072,10
7/10/2020,37076,15
7/10/2020,37115,21
7/10/2020,37138,9
7/10/2020,37189,1
7/10/2020,37201,1
7/10/2020,37203,20
7/10/2020,37204,8
7/10/2020,37205,11
7/10/2020,37206,24
7/10/2020,37207,22
7/10/2020,37208,16
7/10/2020,37209,31
7/10/2020,37210,10
7/10/2020,37211,34
7/10/2020,37212,5
7/10/2020,37214,9
7/10/2020,37215,11
7/10/2020,37216,17
7/10/2020,37217,14
7/10/2020,37218,10
7/10/2020,37220,2
7/10/2020,37221,15
7/11/2020,,20
7/11/2020,37013,40
7/11/2020,37072,3
7/11/2020,37076,14
7/11/2020,37115,11
7/11/2020,37138,11
7/11/2020,37189,2
7/11/2020,37201,1
7/11/2020,37203,9
7/11/2020,37204,3
7/11/2020,37205,7
7/11/2020,37206,1
7/11/2020,37207,8
7/11/2020,37208,5
7/11/2020,37209,20
7/11/2020,37210,1
7/11/2020,37211,44
7/11/2020,37212,4
7/11/2020,37214,10
7/11/2020,37215,7
7/11/2020,37216,2
7/11/2020,37217,15
7/11/2020,37218,5
7/11/2020,37220,1
7/11/2020,37221,15
7/12/2020,,9
7/12/2020,37013,25
7/12/2020,37027,2
7/12/2020,37072,5
7/12/2020,37076,8
7/12/2020,37115,17
7/12/2020,37138,8
7/12/2020,37189,1
7/12/2020,37203,6
7/12/2020,37204,6
7/12/2020,37205,5
7/12/2020,37206,6
7/12/2020,37207,8
7/12/2020,37208,5
7/12/2020,37209,10
7/12/2020,37210,1
7/12/2020,37211,12
7/12/2020,37212,4
7/12/2020,37214,5
7/12/2020,37215,4
7/12/2020,37216,5
7/12/2020,37217,3
7/12/2020,37218,5
7/12/2020,37219,1
7/12/2020,37221,10
7/12/2020,37228,1
7/13/2020,,41
7/13/2020,37013,93
7/13/2020,37027,1
7/13/2020,37072,13
7/13/2020,37076,22
7/13/2020,37080,5
7/13/2020,37115,17
7/13/2020,37138,11
7/13/2020,37189,12
7/13/2020,37201,1
7/13/2020,37203,16
7/13/2020,37204,13
7/13/2020,37205,7
7/13/2020,37206,7
7/13/2020,37207,37
7/13/2020,37208,21
7/13/2020,37209,24
7/13/2020,37210,10
7/13/2020,37211,67
7/13/2020,37212,9
7/13/2020,37213,9
7/13/2020,37214,20
7/13/2020,37215,15
7/13/2020,37216,8
7/13/2020,37217,19
7/13/2020,37218,14
7/13/2020,37220,1
7/13/2020,37221,16
7/13/2020,37228,3
7/14/2020,,29
