address,vicinity,name,type
"2201 Charlotte Ave, Nashville","2201 Charlotte Avenue, Nashville","Nashville American Red Cross Blood, Platelet and Plasma Donation Center","['health', 'point_of_interest', 'establishment']"
"2201 Charlotte Ave, Nashville","2201 Charlotte Avenue, Nashville",FedEx Drop Box,"['point_of_interest', 'establishment']"
"2201 Charlotte Ave, Nashville","2201 Charlotte Avenue, Nashville",2201 Charlotte Ave Parking,"['parking', 'point_of_interest', 'establishment']"
"2112 Buena Vista Pike, Nashville","2112 Buena Vista Pike, Nashville",NBA Disciples Housing,"['point_of_interest', 'establishment']"
"325 White Bridge Pike, Nashville","325 White Bridge Pike, Nashville",Sprintz Furniture Showroom,"['furniture_store', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"325 White Bridge Pike, Nashville","325 White Bridge Pike, Nashville",Sprintz,"['store', 'point_of_interest', 'establishment']"
"245 Great Circle Rd, Nashville","245 Great Circle Road, Nashville",HealthTrust Supply chain,"['point_of_interest', 'establishment']"
"245 Great Circle Rd, Nashville","245 Great Circle Road, Nashville",Electrolux Dc,"['moving_company', 'point_of_interest', 'establishment']"
"245 Great Circle Rd, Nashville","245 Great Circle Road # B, Nashville",HCA Mid America Supply Chain,"['health', 'point_of_interest', 'store', 'establishment']"
"6303 Charlotte Pike, Nashville","6303 Charlotte Pike, Nashville",Champion Car Wash,"['car_wash', 'point_of_interest', 'establishment']"
"5 Wonder Ln, Nan","5 Wonder Lane, Lebanon",American Wonder Porcelain,"['point_of_interest', 'establishment']"
"2400 Blakemore Ave, Nashville","2400 Blakemore Avenue, Nashville",Anne Potter Wilson Music Library,"['library', 'point_of_interest', 'establishment']"
"5412 Charlotte Ave, Nashville","5412 Charlotte Avenue, Nashville",Social Furniture,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"915 Murfreesboro Pike, Nashville","915 Murfreesboro Pike, Nashville",Super Coin Laundry,"['point_of_interest', 'establishment']"
"847 Hamilton Crossing, Antioch","847 Hamilton Crossing, Antioch",Wingstop,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2290 Murfreesboro Pike, Nashville","2290 Murfreesboro Pike, Nashville",The Joint Chiropractic Antioch,"['health', 'point_of_interest', 'establishment']"
"1716 Gallatin Pike N, Nan","1716 Gallatin Pike North #8f, Madison",Beltone Hearing Aid Service,"['health', 'point_of_interest', 'store', 'establishment']"
"1612 21st Ave S, Nan","1612 21st Avenue South, Nashville",Taco Mama - Hillsboro Village,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2227 Bandywood Dr, Nashville","2227 Bandywood Drive, Nashville",Joe's Place,"['bar', 'point_of_interest', 'establishment']"
"32 White Bridge Pike, Nashville","32 White Bridge Pike, Nashville","Cynthia S. Mason, PharmD","['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']"
"32 White Bridge Pike, Nashville","32 White Bridge Pike, Nashville",Villa Maria Manor,"['point_of_interest', 'establishment']"
"4560 Harding Pike, Nan","4560 Harding Pike, Nashville",Kroger,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"4560 Harding Pike, Nan","4560 Harding Pike, Nashville",Redbox,"['movie_rental', 'point_of_interest', 'store', 'establishment']"
"4560 Harding Pike, Nan","4560 Harding Pike, Nashville",Kroger Pharmacy,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']"
"4560 Harding Pike, Nan","4560 Harding Pike, Nashville",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"4560 Harding Pike, Nan","4560 Harding Pike, Nashville",MoneyGram,"['finance', 'point_of_interest', 'establishment']"
"8250 Hwy 70 S, Nashville","8250 Highway 70 South, Nashville",S. E. Daugherty and Sons Farmstand,"['point_of_interest', 'establishment']"
"705 51st Ave N, Nashville","705 51st Avenue North, Nashville",Nations Bar and Grill,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"1200 Donelson Ave, Nan","1200 Donelson Avenue, Old Hickory",Chopper's Grill,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"3108 Belmont Blvd, Nan","3108 Belmont Boulevard, Nashville",Martin's Bar-B-Que Joint,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"723 Myatt Dr, Nan","723 Myatt Drive, Madison",Valvoline Instant Oil Change,"['car_repair', 'point_of_interest', 'establishment']"
"2001 Campbell Station Pkwy, Nan","2001 Campbell Station Parkway, Spring Hill",Gary's Place,"['bar', 'point_of_interest', 'establishment']"
"2001 Campbell Station Pkwy, Nan","2001 Campbell Station Parkway, Spring Hill",Gary's Place,"['bar', 'point_of_interest', 'establishment']"
"2001 Campbell Station Pkwy, Nan","2001 Campbell Station Parkway suite B3, Spring Hill",Gracie Barra Spring Hill,"['health', 'point_of_interest', 'establishment']"
"2001 Campbell Station Pkwy, Nan","2001 Campbell Station Parkway Suite C-7, Spring Hill",Burn Boot Camp,"['gym', 'health', 'point_of_interest', 'establishment']"
"2001 Campbell Station Pkwy, Nan","2001 Campbell Station Pkwy B-8, Spring Hill",Spring Hill Academy Preschool,"['school', 'point_of_interest', 'establishment']"
"11 Vaughns Gap Rd, Nan","11 Vaughns Gap Road, Nashville",Worden Aquatics,"['school', 'health', 'point_of_interest', 'establishment']"
"11 Vaughns Gap Rd, Nan","11 Vaughns Gap Road, Nashville",Fortitude Sports Therapy,"['point_of_interest', 'establishment']"
"11 Vaughns Gap Rd, Nan","11 Vaughns Gap Road, Nashville",Boost FitClub,"['gym', 'health', 'point_of_interest', 'establishment']"
"11 Vaughns Gap Rd, Nan","11 Vaughns Gap Road, Nashville",Boost Gymnastics,"['gym', 'health', 'point_of_interest', 'establishment']"
"459 N Broadway, Nan","459 North Broadway, Portland",Jalisco Market,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"133 12th Ave N, Nan","133 12th Avenue North, Nashville",The Eastern Peak - Gulch,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2221 Bandywood Dr, Nashville","2221 Bandywood Drive #7, Nashville",miguel dejesus,"['point_of_interest', 'establishment']"
"2221 Bandywood Dr, Nashville","2221 Bandywood Drive, Nashville",ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"2221 Bandywood Dr, Nashville","2221 Bandywood Drive, Nashville",Crows Nest Restaurant,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"425 Glastonbury Rd, Nashville","425 Glastonbury Road, Nashville",GLo Best Western Nashville Airport West,"['lodging', 'point_of_interest', 'establishment']"
"400 Gallatin Pike N, Madison","400 Gallatin Pike North, Madison",Little Caesars Pizza,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"2116 Green Hills Village Dr, Nashville","2116 Green Hills Village Drive, Nashville",Noodles and Company,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'store', 'establishment']"
"914 Jefferson St, Nashville","914 Jefferson Street, Nashville",Popeyes Louisiana Kitchen,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"627 Old Hickory Blvd, Old Hickory","627 Old Hickory Boulevard, Lakewood",Nashville Station,"['point_of_interest', 'establishment']"
"627 Old Hickory Blvd, Old Hickory","627 Old Hickory Boulevard, Lakewood",First Call Ambulance,"['health', 'point_of_interest', 'establishment']"
"6690 Nolensville Pike, Nan","6690 Nolensville Pike, Brentwood",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"6690 Nolensville Pike, Nan","6690 Nolensville Pike, Brentwood",Kroger,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"6690 Nolensville Pike, Nan","6690 Nolensville Pike, Brentwood",higi,"['health', 'point_of_interest', 'establishment']"
"6690 Nolensville Pike, Nan","6690 Nolensville Road, Antioch","Laura H. Sadler, RPh","['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']"
"6690 Nolensville Pike, Nan","6690 Nolensville Pike, Brentwood",The Little Clinic,"['pharmacy', 'hospital', 'doctor', 'health', 'point_of_interest', 'store', 'establishment']"
"4905 Indiana Ave, Nashville","4905 Indiana Avenue, Nashville",Indie Skin Care,"['health', 'point_of_interest', 'establishment']"
"2910 Gallatin Pike, Nashville","2910 Gallatin Pike, Nashville",Cook Out,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"523 Gallatin Pike S, Madison","523 Gallatin Pike South, Madison",Best Cleaner,"['laundry', 'point_of_interest', 'establishment']"
"4710 Lebanon Pike, Hermitage","4710 Lebanon Pike, Hermitage",Indulgence Salon & Day Spa,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"3721 Clarksville Hwy, Nashville","3721 Clarksville Highway, Nashville",Dollar General,"['grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']"
"1090 US-41, Nashville","1090 Murfreesboro Pike, Nashville",MAPCO Mart,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
"211 S Main St, Goodlettsville","211 South Main Street, Goodlettsville",Dairy Queen Grill & Chill,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"2309 Crestmoor Rd, Nashville","2309 Crestmoor Road #200, Nashville","Karee Hays Esthetics, LLC","['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'store', 'establishment']"
"2309 Crestmoor Rd, Nashville","2309 Crestmoor Road, Nashville",Raymond James Financial Services,"['finance', 'point_of_interest', 'establishment']"
"1331 Bell Rd, Antioch","1331 Bell Road, Nashville",Sonic Drive-In,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"1202 S Graycroft Ave, Madison","1202 South Graycroft Avenue #5131, Madison",SideKicks Café,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"17 White Bridge Rd, Nashville","17 White Bridge Road, Nashville",O'Charley’s Restaurant & Bar,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"7135 S Springs Dr, Nan","7135 South Springs Drive, Franklin",Jonathan's Grille,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"5107 Harding Pike, Nashville","5107 Harding Pike, Nashville",Sperry's Mercantile,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"1010 Murfreesboro Rd, Nan","1010 Murfreesboro Road #190A, Franklin",Jack + Jill Aesthetics,"['spa', 'health', 'point_of_interest', 'establishment']"
"1010 Murfreesboro Rd, Nan","1010 Murfreesboro Road #142, Franklin",Nashville Pet Products,"['point_of_interest', 'store', 'establishment']"
"1010 Murfreesboro Rd, Nan","1010 Murfreesboro Road Suite 192, Franklin",Tuesday Morning,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1010 Murfreesboro Rd, Nan","1010 Murfreesboro Road, Franklin",weight watchers,"['health', 'point_of_interest', 'establishment']"
"1010 Murfreesboro Rd, Nan","1010 Murfreesboro Road #126, Franklin",Farm Bureau Insurance,"['insurance_agency', 'point_of_interest', 'establishment']"
"1401 Fatherland St, Nashville","1401 Fatherland Street, Nashville",4 Way Market,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"7100 Hopgood Rd, Nan","7100 Hopgood Road, Fairview",Walmart Connection center,"['point_of_interest', 'store', 'establishment']"
"7100 Hopgood Rd, Nan","7100 Hopgood Road, Fairview",TNT Fireworks,"['store', 'point_of_interest', 'establishment']"
"7100 Hopgood Rd, Nan","7100 Hopgood Road, Fairview",Minute Key,"['locksmith', 'point_of_interest', 'establishment']"
"7100 Hopgood Rd, Nan","7100 Hopgood Road, Fairview",Walmart Garden Center,"['point_of_interest', 'store', 'establishment']"
"15532 Old Hickory Blvd, Nashville","15532 Old Hickory Boulevard, Nashville",Toyama Japanese Steak House,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"2044 Rosa L Parks Blvd, Nashville","2044 Rosa L Parks Boulevard, Nashville",Arby's,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"7642 Hwy 70 S, Nashville","7642 Highway 70 South, Nashville",Wendy's,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4610 Andrew Jackson Pkwy, Hermitage","4610 Andrew Jackson Parkway, Hermitage",Whitt's Barbecue,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"5202 Centennial Blvd, Nashville","5202 Centennial Boulevard Suite 105, Nashville",Zen Blossom Massage & Wellness,"['point_of_interest', 'establishment']"
"5202 Centennial Blvd, Nashville","5202 Centennial Boulevard suite 101, Nashville",Cumberland Creative,"['point_of_interest', 'establishment']"
"5202 Centennial Blvd, Nashville","5202 Centennial Boulevard #113, Nashville",Conserv Capital,"['point_of_interest', 'establishment']"
"5202 Centennial Blvd, Nashville","5202 Centennial Boulevard #105, Nashville",Spine and Strength,"['health', 'point_of_interest', 'establishment']"
"1717 Charlotte Ave, Nashville","1717 Charlotte Pike, Nashville",Krystal,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"515 Basswood Ave, Nashville","515 Basswood Avenue, Nashville",Rock Harbor Condominiums,"['point_of_interest', 'establishment']"
"7040 US-70S, Nan","7040 U.S. 70S, Nashville",TCPR Enterprises Inc,"['point_of_interest', 'establishment']"
"7201 Hwy 70 S, Nashville","7201 Highway 70 South, Nashville",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'food', 'point_of_interest', 'store', 'establishment']"
"7201 Hwy 70 S, Nashville","7201 U.S. 70S, Nashville",Tri-Star Energy,"['point_of_interest', 'establishment']"
"7201 Hwy 70 S, Nashville","7201 South, Highway 70 South, Nashville",Twice Daily,"['convenience_store', 'bakery', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"7201 Hwy 70 S, Nashville","7201 Highway 70 South, Nashville",Dunkin',"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"975 Main St, Nashville","975 Main Street, Nashville",Hunters Station,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"975 Main St, Nashville","975 Main Street, Nashville",Blister Hot Sauce,"['food', 'point_of_interest', 'establishment']"
"975 Main St, Nashville","975 Main Street, Nashville",Prepped Nashville,"['meal_delivery', 'food', 'point_of_interest', 'establishment']"
"975 Main St, Nashville","975 Main Street, Nashville",St.Vito Focacciaria,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"975 Main St, Nashville","975 Main Street, Nashville",Red House Chicken and Shrimp,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"723 Myatt Dr, Madison","723 Myatt Drive, Madison",Valvoline Instant Oil Change,"['car_repair', 'point_of_interest', 'establishment']"
"305 S 4th St, Nashville","305 South 4th Street, Nashville","Dr. Abram M. Cason, DDS","['doctor', 'health', 'point_of_interest', 'establishment']"
"3870 Dickerson Pike, Nashville","3870 Dickerson Pike, Nashville",Vision of Life Outreach,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"3870 Dickerson Pike, Nashville","3870 Dickerson Pike b, Nashville",B & M Heating Cooling Electrical,"['electrician', 'general_contractor', 'point_of_interest', 'establishment']"
"3870 Dickerson Pike, Nashville","3870-C, Dickerson Pike, Nashville",Mosaic Life Counseling,"['health', 'point_of_interest', 'establishment']"
"3870 Dickerson Pike, Nashville","3870 Dickerson Pike, Nashville",Furniture Wholesale Plus,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"3870 Dickerson Pike, Nashville","3870 Dickerson Pike, Nashville",Mosaic Life Fellowship,"['place_of_worship', 'point_of_interest', 'establishment']"
"1816 8th Ave S, Nashville","1816 8th Avenue South, Nashville",U-Haul of Wedgewood,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']"
"4646 Nolensville Pike, Nashville","4646 Nolensville Pike, Nashville",Highlands Apartments,"['point_of_interest', 'establishment']"
"1100 Dr. M.L.K. Jr Blvd, Nashville","1100 Doctor Martin Luther King Junior Boulevard, Nashville",HCA Healthcare,"['hospital', 'health', 'point_of_interest', 'establishment']"
