address,vicinity,name,type
"7741 Hwy 70 S, Nashville","7741 Highway 70 South, Nashville",Roshford Realty & Construction Co,"['real_estate_agency', 'point_of_interest', 'establishment']"
"7741 Hwy 70 S, Nashville","7741 U.S. 70S, Nashville",Royal Range USA,"['point_of_interest', 'store', 'establishment']"
"122 Opry Mills Dr, Nashville","122 Opry Mills Drive, Nashville",IT'SUGAR Opry Mills,"['food', 'point_of_interest', 'store', 'establishment']"
"1417 Charlotte Ave, Nashville","1417 Charlotte Avenue, Nashville","15th Avenue North Learning Academy, LLC","['point_of_interest', 'establishment']"
"1417 Charlotte Ave, Nashville","1417 Charlotte Avenue, Nashville",Bethlehem Centers-Nashville,"['point_of_interest', 'establishment']"
"711 Rivergate Pkwy, Goodlettsville","711 Rivergate Parkway, Goodlettsville",Phillips 66,"['gas_station', 'point_of_interest', 'establishment']"
"4608 Granny White Pike, Nashville","4608 Granny White Pike, Nashville",Montessori Centre,"['school', 'point_of_interest', 'establishment']"
"2284b Murfreesboro Pike, Nashville","2284 Murfreesboro Pike, Nashville",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"2284b Murfreesboro Pike, Nashville","2284 Murfreesboro Pike # 11, Nashville",Boost Mobile,"['point_of_interest', 'store', 'establishment']"
"2284b Murfreesboro Pike, Nashville","2284 Murfreesboro Pike, Nashville",MoneyGram,"['finance', 'point_of_interest', 'establishment']"
"2284b Murfreesboro Pike, Nashville","2284b Murfreesboro Pike, Nashville",U.S. Bank Branch,"['bank', 'finance', 'point_of_interest', 'establishment']"
"133 12th Ave N, Nashville","133 12th Avenue North, Nashville",The Eastern Peak - Gulch,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4358 Shelbyville Hwy, Nan","4358 Shelbyville Highway, Murfreesboro",Candys Family RV of Murfreesboro,"['car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']"
"902 Main St, Nashville","902 Main Street, Nashville",Butcher & Bee,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"3708 Gallatin Pike, Nashville","3708 Gallatin Pike, Nashville",Captain D's,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1101 Bell Rd, Antioch","1101 Bell Road, Antioch",bp,"['gas_station', 'atm', 'finance', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"1101 Bell Rd, Antioch","1101 Bell Road, Antioch",MAPCO Mart,"['gas_station', 'convenience_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"3604b Gallatin Pike, Nashville","3604 Gallatin Pike, Nashville",Papa John's Pizza,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"811 Gleaves St, Nashville","811 Gleaves Street, Nashville",Scout's Barbershop,"['hair_care', 'health', 'point_of_interest', 'store', 'establishment']"
"15121 Old Hickory Blvd, Nashville","15121 Old Hickory Boulevard #103, Nashville",Al Cadenas Insurance,"['insurance_agency', 'point_of_interest', 'establishment']"
"1010 Gallatin Ave, Nashville","1010 Gallatin Avenue, Nashville",Pelican & Pig,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"300 Danyacrest Dr, Nashville","300 Danyacrest Drive, Nashville",Donelson Christian Academy,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']"
"300 Danyacrest Dr, Nashville","300 Danyacrest Drive, Nashville",High & Middle School,"['secondary_school', 'school', 'point_of_interest', 'establishment']"
"101 E 5th Ave, Nan","101 East 5th Avenue, Knoxville",117th Infantry Regiment Memorial,"['point_of_interest', 'establishment']"
"101 E 5th Ave, Nan","101 East 5th Avenue, Knoxville",Adult Business & Information,"['point_of_interest', 'establishment']"
"101 E 5th Ave, Nan","101 East 5th Avenue, Knoxville",Continuing Education,"['point_of_interest', 'establishment']"
"101 E 5th Ave, Nan","101 East 5th Avenue, Knoxville",Knoxville High Independent Senior Living,"['point_of_interest', 'establishment']"
"2613 West End Ave, Nashville","2613 West End Avenue, Nashville",Holiday Inn Nashville-Vanderbilt (Dwtn),"['lodging', 'point_of_interest', 'establishment']"
"2613 West End Ave, Nashville","2613 West End Avenue, Nashville",Commodore Grille,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"5566 Nolensville Pike, Nashville","5566 Nolensville Pike, Nashville",Lolo's Barbershop & Salon,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']"
"900 Weeping Willow Way, Goodlettsville","900 Weeping Willow Way, Goodlettsville",Angels Christian Academy,"['point_of_interest', 'establishment']"
"1510 Fort Negley Blvd, Nashville","1510 Fort Negley Boulevard, Nashville",Franklin Equipment,"['point_of_interest', 'establishment']"
"541 W Main St, Nan","541 West Main Street, Monteagle",Sonic Drive-In,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"2914 West End Ave, Nashville","2914 West End Avenue, Nashville",China Dragon,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4040 Murfreesboro Rd, Nan","4040 Murfreesboro Road, Franklin",Franklin Christian Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"4040 Murfreesboro Rd, Nan","4040 Murfreesboro Road, Franklin",The Gate Community Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"4040 Murfreesboro Rd, Nan","4040 Murfreesboro Road, Franklin",Shining Light Christian Preschool,"['school', 'point_of_interest', 'establishment']"
"4408 TN-24, Nashville","4408 Charlotte Avenue, Nashville",M.L.Rose Craft Beer & Burgers - Sylvan Park,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"3918 Lebanon Pike, Hermitage","3918 Lebanon Pike, Hermitage",Super Wok,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"420 Harding Pl, Nashville","420 Harding Place, Nashville",Patel Brothers,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"3638 Dickerson Pike, Nashville","3638 Dickerson Pike, Nashville",Mid-Tenn Sheet Metal,"['general_contractor', 'point_of_interest', 'establishment']"
"3638 Dickerson Pike, Nashville","3638 Dickerson Pike, Nashville","Keith L. Snead Sr, DC","['point_of_interest', 'establishment']"
"3638 Dickerson Pike, Nashville","3638 Dickerson Pike, Nashville",Bellshire Wellness Center,"['health', 'point_of_interest', 'establishment']"
"3638 Dickerson Pike, Nashville","3638 Dickerson Pike STE 203, Nashville",Oldham Electric Co,"['electrician', 'point_of_interest', 'establishment']"
"3638 Dickerson Pike, Nashville","3638 Dickerson Pike STE 203, Nashville",Dr. Speakers Network LLC,"['health', 'point_of_interest', 'establishment']"
"1722 West End Ave, Nashville","1722 West End Avenue, Nashville",Golden Coast,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1722 West End Ave, Nashville","1722 West End Avenue, Nashville",Shabu-Shabu,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"221 31st Ave N, Nashville","221 31st Avenue North, Nashville",West End Village,"['real_estate_agency', 'point_of_interest', 'establishment']"
"3806 Nolensville Pike, Nashville","3806 Nolensville Pike, Nashville",Bridal & Formal by RJS,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
"3806 Nolensville Pike, Nashville","3806 Nolensville Pike, Nashville",Quinceanera Dress Store,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
"1006 Gallatin Ave, Nashville","1006 Gallatin Avenue, Nashville",LabCanna East CBD Hemp Dispensary,"['point_of_interest', 'store', 'establishment']"
"491 Craighead St, Nashville","491 Craighead Street, Nashville",Gilley Screenprinting,"['point_of_interest', 'establishment']"
"3810 WHITES CREEK PIKE, Nashville","3810 Whites Creek Pike, Nashville",Bates Nursery and Garden Center,"['general_contractor', 'food', 'point_of_interest', 'store', 'establishment']"
"506 Church St, Nashville","506 Church Street, Nashville",506 Lofts- Nashville Vacation Rentals,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
"3025 Fernbrook Ln, Nashville","3025 Fernbrook Lane, Nashville",Lakeshore Heartland,"['health', 'point_of_interest', 'establishment']"
"3025 Fernbrook Ln, Nashville","3025 Fernbrook Lane, Nashville",Lakeshore Estates Inc Heartland,"['point_of_interest', 'establishment']"
"3025 Fernbrook Ln, Nashville","3025 Fernbrook Lane, Nashville",Rehab Care Group,"['health', 'point_of_interest', 'establishment']"
"3025 Fernbrook Ln, Nashville","3025 Fernbrook Lane, Nashville",heartland,"['health', 'point_of_interest', 'establishment']"
"304 Oldham St, Nashville","304 Oldham Street, Nashville",Bonded Filter Co,"['point_of_interest', 'establishment']"
"7237 Cockrill Bend Blvd, Nashville","7237 Cockrill Bend Boulevard, Nashville",Cockrill Bend Outlet Store,"['book_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"1108 Gallatin Pike N, Madison","1108 Gallatin Pike North #2738, Madison","Discount Motors, Inc.","['car_dealer', 'point_of_interest', 'store', 'establishment']"
"211 DEPOT ST, Goodlettsville","211 Depot Street, Goodlettsville",Total Filtration Services Inc,"['car_repair', 'general_contractor', 'point_of_interest', 'establishment']"
"211 DEPOT ST, Goodlettsville","211 Depot Street, Goodlettsville",CMI Equipment Sales,"['point_of_interest', 'establishment']"
"629 Myatt Dr, Madison","629 Myatt Drive, Madison",America's Motor Sports,"['car_repair', 'point_of_interest', 'store', 'establishment']"
"2602 Lebanon Pike, Nashville","2602 Lebanon Pike, Nashville",Greene Military,"['shoe_store', 'point_of_interest', 'store', 'establishment']"
"821 Hamilton Crossing, Antioch","821 Hamilton Crossing, Antioch",Elwood Staffing,"['point_of_interest', 'establishment']"
"2115 Elm Hill Pike, Nashville","2115 Elm Hill Pike, Nashville",Breon Hair Salon,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"1725 Elm Hill Pike, Nashville","1725 Elm Hill Pike, Nashville",Chairman's Choice Foods,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"224 Old Hickory Blvd, Nashville","224 Old Hickory Boulevard #2, Nashville",Mattheu Farmer Web Development,"['point_of_interest', 'establishment']"
"224 Old Hickory Blvd, Nashville","224 Old Hickory Boulevard, Nashville",Value Vet Bellevue,"['veterinary_care', 'health', 'point_of_interest', 'establishment']"
"4710 Old Hickory Blvd, Old Hickory","4710 Old Hickory Boulevard, Old Hickory",4EverEcig,"['point_of_interest', 'store', 'establishment']"
"2831 Gallatin Pike, Nashville","2831 Gallatin Pike, Nashville",Mister Car Wash,"['car_wash', 'point_of_interest', 'establishment']"
"431 Ocala Dr, Nashville","431 Ocala Drive, Nashville",Dandridge Tower,"['point_of_interest', 'establishment']"
"431 Ocala Dr, Nashville","431 Ocala Drive, Nashville",Dandridge Tower Hair Salon,"['hair_care', 'point_of_interest', 'establishment']"
"460 Metroplex Dr, Nashville","460 Metroplex Drive #1, Nashville",Pinnacle Home Improvements,"['general_contractor', 'point_of_interest', 'establishment']"
"460 Metroplex Dr, Nashville","460 Metroplex Drive suite 113, Nashville",Alpha Designs llc,"['home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"460 Metroplex Dr, Nashville","460 Metroplex Drive Suite 111, Nashville",Preventive Pest Control - Tennessee,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"460 Metroplex Dr, Nashville","460 Metroplex Drive #117, Nashville",Saint Thomas EMS,"['university', 'health', 'point_of_interest', 'establishment']"
"621 Muci Dr, Nan","621 Muci Drive, Antioch",Family Leisure Inground Pools,"['general_contractor', 'point_of_interest', 'establishment']"
"621 Muci Dr, Nan","621 Muci Drive, Antioch",Family Leisure Nashville,"['furniture_store', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"4601 Charlotte Pike, Nashville","4601 Charlotte Pike, Nashville",Richland Park,"['park', 'point_of_interest', 'establishment']"
"4685 Trousdale Dr, Nashville","4685 Trousdale Drive # B, Nashville",Bei Jing Chinese Restaurant,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"4685 Trousdale Dr, Nashville","4685 Trousdale Drive # A, Nashville",Sunshine Cleaners,"['laundry', 'point_of_interest', 'establishment']"
"4685 Trousdale Dr, Nashville","4685 Trousdale Drive # C, Nashville",Radnor Wines and Spirits,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
"10 E Campbell Rd, Madison","10 East Campbell Road, Madison",Lowe's Home Improvement,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"10 E Campbell Rd, Madison","10 East Campbell Road, Madison",Lowe's ProServices,"['point_of_interest', 'establishment']"
"10 E Campbell Rd, Madison","10 East Campbell Road, Madison",Installation Services,"['point_of_interest', 'establishment']"
"10 E Campbell Rd, Madison","10 East Campbell Road, Madison",Lowe's Garden Center,"['point_of_interest', 'store', 'establishment']"
"10 E Campbell Rd, Madison","10 East Campbell Road, Madison",Lowe's Garden Center,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"3470 Lebanon Pike, Hermitage","3470 Lebanon Road, Hermitage",McDonald's,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"1421 W Baddour Pkwy, Nan","1421-A, West Baddour Parkway, Lebanon",Buchanan Counseling,"['point_of_interest', 'establishment']"
"1421 W Baddour Pkwy, Nan","1421 West Baddour Parkway, Lebanon",Alpha Medical Center,"['health', 'point_of_interest', 'establishment']"
"1421 W Baddour Pkwy, Nan","1421 West Baddour Parkway, Lebanon",Womens Health Center,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1421 W Baddour Pkwy, Nan","1421 West Baddour Parkway, Lebanon","Dr. Darlene E. Fogg, MD","['doctor', 'health', 'point_of_interest', 'establishment']"
"1421 W Baddour Pkwy, Nan","1421 West Baddour Parkway b, Lebanon",Lanning Jr Charles B MD,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1915 Charlotte Ave, Nashville","1915 Charlotte Avenue, Nashville",Primrose School of Nashville Midtown,"['point_of_interest', 'establishment']"
"1915 Charlotte Ave, Nashville","1915 Charlotte Avenue, Nashville","Berkeley H. Nicholls, DPM","['doctor', 'health', 'point_of_interest', 'establishment']"
"1915 Charlotte Ave, Nashville","1915 Charlotte Avenue, Nashville","WillAppoint,LLC","['point_of_interest', 'establishment']"
"1915 Charlotte Ave, Nashville","1915 Charlotte Avenue # 200, Nashville",Nashville Foot & Ankle Group,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1915 Charlotte Ave, Nashville","1915 Charlotte Avenue # 210, Nashville",Medical Billing Services,"['accounting', 'finance', 'point_of_interest', 'establishment']"
"2440 Couchville Pike, Nashville","2440 Couchville Pike, Nashville",Wilson Sporting Goods Co,"['point_of_interest', 'establishment']"
"100 Centerview Dr, Nashville","100 Centerview Drive STE 100, Nashville",AEGON Structured Settlements,"['point_of_interest', 'establishment']"
"100 Centerview Dr, Nashville","100 Centerview Drive, Nashville",FedEx Drop Box,"['point_of_interest', 'establishment']"
"100 Centerview Dr, Nashville","100 Centerview Drive Suite #350, Nashville","Kroll, a division of Duff & Phelps","['point_of_interest', 'establishment']"
"100 Centerview Dr, Nashville","100 Centerview Drive, Nashville",Kroll ID Monitoring Service,"['point_of_interest', 'establishment']"
"100 Centerview Dr, Nashville","100 Centerview Drive, Nashville",Premiere Credit,"['point_of_interest', 'establishment']"
"750 Cowan St, Nashville","750 Cowan Street, Nashville",Mothertone,"['point_of_interest', 'establishment']"
"750 Cowan St, Nashville","750 Cowan Street, Nashville",Playback Control,"['store', 'point_of_interest', 'establishment']"
"750 Cowan St, Nashville","750 Cowan Street, Nashville",Jerry Harvey Audio Nashville,"['point_of_interest', 'establishment']"
"750 Cowan St, Nashville","750 Cowan Court, Nashville",Stage Call Corporation,"['moving_company', 'point_of_interest', 'establishment']"
"750 Cowan St, Nashville","750 Cowan Court, Nashville","Tour Supply, Inc.","['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"209 23rd Ave N, Nashville","209 23rd Avenue North, Nashville","Sara H. Morris, RN","['doctor', 'health', 'point_of_interest', 'establishment']"
"209 23rd Ave N, Nashville","209 23rd Avenue North, Nashville",DeLozier Cosmetic Surgery Center,"['beauty_salon', 'doctor', 'spa', 'health', 'point_of_interest', 'establishment']"
"209 23rd Ave N, Nashville","209 23rd Avenue North, Nashville",Tennessee Commons Surgery Center,"['health', 'point_of_interest', 'establishment']"
"2122 Utopia Ave, Nashville","2122 Utopia Avenue, Nashville",Last Stop Club Inc,"['health', 'point_of_interest', 'establishment']"
"1 Dell Pkwy, Nashville","1 Dell Parkway, Nashville",Hospital Corporation of America,"['point_of_interest', 'establishment']"
"1 Dell Pkwy, Nashville","1 Dell Parkway, Nashville",DellEMC,"['point_of_interest', 'establishment']"
"4716 Old Hickory Blvd, Old Hickory","4716 Old Hickory Boulevard, Old Hickory","Wise Staffing Group- Nashville, TN","['point_of_interest', 'establishment']"
"4716 Old Hickory Blvd, Old Hickory","4716 Old Hickory Boulevard, Old Hickory",Wise Staffing Group,"['point_of_interest', 'establishment']"
"5100 Old Hickory Blvd, Hermitage","5100 Old Hickory Boulevard, Hermitage",UPS Alliance Shipping Partner,"['point_of_interest', 'establishment']"
"5100 Old Hickory Blvd, Hermitage","5100 Old Hickory Boulevard, Hermitage",Bargain Hunt,"['point_of_interest', 'store', 'establishment']"
"2120 Rosa L Parks Blvd, Nashville","2120 Rosa L Parks Boulevard Ste 201 Studio 7, Nashville",Sovereignty Beauty Bar & Collection,"['point_of_interest', 'store', 'establishment']"
"2120 Rosa L Parks Blvd, Nashville","2120 Rosa L Parks Boulevard, Nashville",TCC Salon Studios,"['point_of_interest', 'store', 'establishment']"
"2120 Rosa L Parks Blvd, Nashville","2120 Rosa L Parks Boulevard, Nashville",The Carissa Collection - TCC HAIR,"['hair_care', 'point_of_interest', 'establishment']"
"2120 Rosa L Parks Blvd, Nashville","2120 Rosa L Parks Boulevard, Nashville",GEICO Insurance Agent,"['insurance_agency', 'point_of_interest', 'establishment']"
"2120 Rosa L Parks Blvd, Nashville","2120 Rosa L Parks Boulevard, Nashville",Subway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"7741 HIGHWAY 70 S, Nashville","7741 US, Highway 70 South, Nashville",Better Tactics USA,"['health', 'point_of_interest', 'establishment']"
"7741 HIGHWAY 70 S, Nashville","7741 U.S. 70S, Nashville",Royal Range USA,"['point_of_interest', 'store', 'establishment']"
"7741 HIGHWAY 70 S, Nashville","7741 Highway 70 South, Nashville",Roshford Realty & Construction Co,"['real_estate_agency', 'point_of_interest', 'establishment']"
"9009 Carothers Pkwy, Nan","9009 Carothers Parkway, Franklin",Traci’s office,"['point_of_interest', 'establishment']"
"9009 Carothers Pkwy, Nan","9009 Carothers Parkway, Franklin","PPS, LLC.","['point_of_interest', 'establishment']"
"9009 Carothers Pkwy, Nan","9009 Carothers Parkway, Franklin",Ppsi,"['point_of_interest', 'establishment']"
"9009 Carothers Pkwy, Nan","9009 Carothers Parkway, Franklin",The Carothers Building,"['point_of_interest', 'establishment']"
"9009 Carothers Pkwy, Nan","9009 Carothers Parkway Suite 3-B, Franklin",CHUCK McDOWELL,"['point_of_interest', 'establishment']"
"955 E Trinity Ln, Nashville","955 East Trinity Lane, Nashville",Nashville Wheel Company,"['point_of_interest', 'establishment']"
"955 E Trinity Ln, Nashville","955 East Trinity Lane, Nashville",Hunter's Custom Automotive,"['car_repair', 'point_of_interest', 'store', 'establishment']"
"220 Crossings Pl, Antioch","220 Crossings Place, Antioch",BUY THE WAY,"['gas_station', 'point_of_interest', 'establishment']"
"220 Crossings Pl, Antioch","220 Crossings Place, Antioch",Buy The Way,"['point_of_interest', 'establishment']"
"220 Crossings Pl, Antioch","220 Crossings Place, Antioch",Exxon (ATM),"['gas_station', 'atm', 'finance', 'point_of_interest', 'establishment']"
"3274 KINGS LN, Nashville","3274 Kings Lane, Nashville",Church of Christ at Kings Lane,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"3207 West End Ave, Nashville","3207 West End Avenue Ste 201, Nashville",McGuigan & Associates,"['finance', 'point_of_interest', 'establishment']"
"3207 West End Ave, Nashville","3207 West End Avenue STE 101, Nashville",Randstad,"['point_of_interest', 'establishment']"
"1608 COUNTY HOSPITAL RD, Nashville","1608 County Hospital Road, Nashville",Blue Dog Merch,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
"1608 COUNTY HOSPITAL RD, Nashville","1608 County Hospital Road, Nashville",Thread F/X Inc,"['point_of_interest', 'store', 'establishment']"
"1608 COUNTY HOSPITAL RD, Nashville","1608 County Hospital Road, Nashville",Triumph Salon & Spa,"['beauty_salon', 'point_of_interest', 'establishment']"
"507 Mapleleaf Dr, Nashville","507 Mapleleaf Drive, Nashville",Bpi,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"5568 Nolensville Pike, Nashville","5568 Nolensville Pike, Nashville",8 Segundos Tienda Vaquera,"['shoe_store', 'point_of_interest', 'store', 'establishment']"
"725 Myatt Dr, Madison","725 Myatt Drive, Madison",Super Home Surplus of Tennessee,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"111 Oldham St, Nashville","111 Oldham Street, Nashville",Tri-C Construction,"['general_contractor', 'point_of_interest', 'establishment']"
"111 Oldham St, Nashville","111 Oldham Street, Nashville",Restaurant Depot,"['food', 'point_of_interest', 'store', 'establishment']"
"418 Harding Industrial Dr, Nashville","418 Harding Industrial Drive, Nashville",Admiral,"['point_of_interest', 'establishment']"
"418 Harding Industrial Dr, Nashville","418 Harding Industrial Drive, Nashville",Electronic Express Corporate Office,"['point_of_interest', 'establishment']"
"418 Harding Industrial Dr, Nashville","418 Harding Industrial Drive, Nashville",Wolf Creek Holdings,"['moving_company', 'point_of_interest', 'establishment']"
"418 Harding Industrial Dr, Nashville","418 Harding Industrial Drive, Nashville",Purolator International,"['point_of_interest', 'establishment']"
"418 Harding Industrial Dr, Nashville","418 Harding Industrial Drive, Nashville","Electronic Express, Pick Up Section","['electronics_store', 'point_of_interest', 'store', 'establishment']"
"2901 Bell Rd, Nan","2901 Bell Road, Nashville",Percy Priest Yacht Club,"['point_of_interest', 'establishment']"
"2901 Bell Rd, Nan","2901 Bell Road, Nashville",SailNashville,"['point_of_interest', 'establishment']"
"2901 Bell Rd, Nan","2901 Bell Road, Nashville",Nashville Rowing,"['point_of_interest', 'establishment']"
"2901 Bell Rd, Nan","2901 Bell Road, Nashville",Nashville Paddle Company,"['gym', 'health', 'point_of_interest', 'store', 'establishment']"
"2901 Bell Rd, Nan","2901 Bell Road, Nashville",Hamilton Creek Sailboat Marina,"['point_of_interest', 'establishment']"
"3203 Powell Ave, Nashville","3203 Powell Avenue, Nashville",USA Stone and Marble,"['home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"521 Gallatin Pike S, Madison","521 Gallatin Pike South, Madison",Crossroads Counseling,"['health', 'point_of_interest', 'establishment']"
"521 Gallatin Pike S, Madison","521 Gallatin Pike South, Madison",Scissors,"['beauty_salon', 'point_of_interest', 'establishment']"
"1027 8th Ave S, Nashville","1027 8th Avenue South N, Nashville",KFC,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1027 8th Ave S, Nashville","1027 8th Avenue South, Nashville",hatWRKS,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
"2000 Richard Jones Rd, Nashville","2000 Richard Jones Road #186, Nashville","Timothy Guilfoil, Crye-Leike, Inc., REALTORS","['point_of_interest', 'establishment']"
"2000 Richard Jones Rd, Nashville","2000 Richard Jones Road Suite 250, Nashville","Pope Law, PLLC","['lawyer', 'point_of_interest', 'establishment']"
"2000 Richard Jones Rd, Nashville","2000 Richard Jones Road, Nashville",FedEx Drop Box,"['point_of_interest', 'establishment']"
"2000 Richard Jones Rd, Nashville","2000 Richard Jones Road #186, Nashville","Cindy Perling, Crye-Leike, Inc., REALTORS","['point_of_interest', 'establishment']"
"2000 Richard Jones Rd, Nashville","2000 Richard Jones Road, Nashville",Sola Salon Studios,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']"
"1916 Patterson St, Nashville","1916 Patterson Street #503, Nashville","Mark A. Miller, MD","['doctor', 'health', 'point_of_interest', 'establishment']"
"1916 Patterson St, Nashville","1916 Patterson Street #503, Nashville",GastroIntestinal Health Nashville,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1916 Patterson St, Nashville","1916 Patterson Street #503, Nashville","Neil Price, MD","['doctor', 'health', 'point_of_interest', 'establishment']"
"1916 Patterson St, Nashville","1916 Patterson Street Suite 715, Nashville",NASHVILLE TMS ALLIANCE,"['health', 'point_of_interest', 'establishment']"
"1916 Patterson St, Nashville","1916 Patterson Street Suite 712, Nashville",SmilesUp Dentistry,"['dentist', 'health', 'point_of_interest', 'establishment']"
"333 Northcreek Blvd, Goodlettsville","333 Northcreek Boulevard, Goodlettsville",Preston Run Apartments,"['real_estate_agency', 'point_of_interest', 'establishment']"
"7454 Old Hickory Blvd, Whites Creek","7454 Old Hickory Boulevard, Whites Creek",Rockstar Bus Tours,"['travel_agency', 'point_of_interest', 'establishment']"
"7454 Old Hickory Blvd, Whites Creek","7454 Old Hickory Boulevard, Whites Creek",Nitetrain Coach Company,"['travel_agency', 'point_of_interest', 'establishment']"
"6118 Charlotte Pike, Nashville","6118 Charlotte Pike, Nashville",Cash America Pawn,"['finance', 'point_of_interest', 'store', 'establishment']"
"125 Southeast Pkwy, Nan","125 Southeast Parkway, Franklin",WaterHeaterParts,"['point_of_interest', 'establishment']"
"125 Southeast Pkwy, Nan","125 Southeast Parkway, Franklin",Apcom Inc,"['point_of_interest', 'establishment']"
"125 Southeast Pkwy, Nan","125 Southeast Parkway, Franklin",A. O. Smith Water Products,"['point_of_interest', 'establishment']"
"332 Wilhagan Rd, Nashville","332 Wilhagan Road, Nashville",Truck Shine Inc,"['point_of_interest', 'establishment']"
"332 Wilhagan Rd, Nashville","332 Wilhagan Road, Nashville",Sitac Marble and Granite Surfaces,"['point_of_interest', 'establishment']"
"332 Wilhagan Rd, Nashville","332 Wilhagan Road, Nashville",South Side Towing & Recovery,"['point_of_interest', 'establishment']"
"3710 Annex Ave, Nashville","3710 Annex Avenue, Nashville",At Home,"['home_goods_store', 'furniture_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"410 Swiss Ave, Nashville","410 Swiss Avenue, Nashville",Swiss Avenue KinderCare,"['school', 'point_of_interest', 'establishment']"
"629 Old Hickory Blvd, Nashville","629 Old Hickory Boulevard, Nashville",MAPCO Mart,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
"629 Old Hickory Blvd, Nashville","629 Old Hickory Boulevard, Nashville",bp,"['gas_station', 'atm', 'car_wash', 'finance', 'point_of_interest', 'establishment']"
"629 Old Hickory Blvd, Nashville","629 Old Hickory Boulevard, Nashville",EVgo Charging Station,"['point_of_interest', 'establishment']"
"4105 Lebanon Rd, Hermitage","4105 Lebanon Road, Hermitage",Hobby Lobby,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"2190 Gallatin Pike N, Madison","2190 Gallatin Pike North, Madison",Gabe's,"['department_store', 'shoe_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"501 BROADWAY, Nashville","501 Broadway, Nashville",Bridgestone Arena,"['stadium', 'point_of_interest', 'establishment']"
"501 BROADWAY, Nashville","501 Broadway, Nashville",Contemporary Services Corporation Contemporary Services Corporation,"['point_of_interest', 'establishment']"
"501 BROADWAY, Nashville","501 Broadway, Nashville",Davidson Police-Patrol Sector,"['police', 'local_government_office', 'point_of_interest', 'establishment']"
"501 BROADWAY, Nashville","501 Broadway, Nashville",Smoky Mountain Sportservice LLC,"['food', 'point_of_interest', 'establishment']"
"2201 Charlotte Ave, Nashville","2201 Charlotte Avenue, Nashville",American Red Cross,"['point_of_interest', 'establishment']"
